Age,StateProvinceCode,CustomerLifetimeSpend,Customer1YearSpend,Customer3YearSpend,ThreeYearVisitCount,SkiLoyaltyIndexRating,FrontRangeMarket,CustId,Spend_Winter_2010,Spend_Winter_2011,Spend_Winter_2012,Spend_Winter_2013,Spend_Winter_2014,Spend_Winter_2015,Household1YearSpend,Household3YearSpend,HouseholdLifetimeSpend,NumberOfHouseholdMembers,NumberOfAdults,NumberOfChildren,Pass_Winter_2010,Pass_Winter_2011,Pass_Winter_2012,Pass_Winter_2013,Pass_Winter_2014,Pass_Winter_2015,January_15,February_15,March_15,April_15,November_14,December_14,Ski_Resort1_2014_2015,Ski_Resort2_2014_2015,Ski_Resort3_2014_2015,Ski_Resort4_2014_2015,Ski_Resort5_2014_2015
26,CO,693.02,515.02,693.02,41,0.00,1,1889579,0.00,0.00,0.00,0.00,129.00,0.00,1857.41,4258.53,4891.63,6,6,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,3,0,0
35,CO,2571.39,.00,1520.16,4,0.00,1,1892966,0.00,0.00,0.00,200.00,200.00,0.00,0.00,1520.16,2054.79,3,3,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0
35,CO,998,.00,519.00,5,10.00,1,1815426,0.00,0.00,0.00,0.00,0.00,0.00,0.00,519.00,519.00,1,1,0,0,1,0,0,1,0,0,2,1,0,0,2,0,0,0,0,5
34,CO,1493,648.00,1424.00,8,10.00,1,1817911,0.00,0.00,69.00,0.00,207.00,0.00,648.00,2025.04,2094.04,2,2,0,0,0,0,0,1,1,5,0,1,0,0,0,0,0,0,0,6
65,CO,1310.54,420.00,988.94,9,10.00,1,1818293,0.00,0.00,149.00,0.00,129.00,0.00,599.00,1167.94,1167.94,2,2,0,0,0,0,0,1,1,1,5,5,6,0,0,0,0,1,0,16
41,CO,867,.00,529.00,2,10.00,1,1818602,338.00,0.00,0.00,0.00,0.00,0.00,0.00,529.00,529.00,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
41,CO,2088.3,31.68,1571.30,12,10.00,1,1818704,0.00,0.00,298.00,267.00,138.00,0.00,360.68,1909.34,3677.85,5,2,3,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,4
66,CO,6586.51,1704.81,3184.52,33,10.00,1,1900604,0.00,0.00,95.50,0.00,63.00,357.50,2863.28,8380.03,9131.47,7,5,2,1,1,1,1,1,1,0,0,9,0,0,0,0,0,0,0,9
55,CO,5125.29,1118.00,3172.26,9,0.00,1,1907311,0.00,69.00,0.00,0.00,0.00,0.00,1118.00,3172.26,3172.26,2,2,0,0,1,0,1,1,1,2,1,0,0,0,1,0,0,0,0,4
14,CO,8754.52,666.23,3493.52,31,0.00,1,1917232,200.00,200.00,200.00,149.00,300.00,0.00,746.77,3980.08,4268.52,5,3,2,1,1,1,1,1,1,1,3,0,0,0,2,0,0,0,0,6
33,CO,3917.5,1282.05,3408.50,16,9.51,1,1917923,0.00,0.00,0.00,258.00,0.00,0.00,1282.05,3408.50,3917.50,1,1,0,0,0,0,1,1,1,4,0,1,0,0,0,0,0,4,0,1
44,CO,2999,628.00,1437.00,25,0.00,1,1838234,0.00,0.00,276.00,0.00,0.00,0.00,1097.00,2983.57,3426.57,3,3,0,0,1,1,1,1,1,2,2,2,0,0,0,0,0,4,0,2
41,CO,2502.08,1158.00,2368.22,17,0.00,1,1838720,0.00,0.00,0.00,398.00,179.00,0.00,1158.00,2518.04,2651.90,4,2,2,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,3
67,CO,4156.03,955.32,1958.03,19,10.00,1,1840374,295.00,0.00,0.00,0.00,0.00,0.00,958.61,1961.32,2010.32,3,1,2,0,1,1,1,1,1,4,3,1,2,0,1,0,0,2,0,9
34,CO,689.53,.00,689.53,8,10.00,1,1840742,0.00,0.00,0.00,0.00,138.00,0.00,198.00,1741.53,1741.53,4,4,0,0,0,0,0,1,0,0,2,4,1,1,0,0,0,0,0,8
77,CO,3210.01,740.00,888.28,13,10.00,1,1818954,0.00,0.00,0.00,0.00,0.00,0.00,1607.08,3271.24,3409.24,4,2,2,0,0,1,0,0,1,3,2,0,0,0,0,0,0,2,0,3
32,CO,7516,1431.00,5387.00,19,0.00,0,1819688,0.00,0.00,0.00,0.00,0.00,0.00,1431.00,5605.39,5921.69,4,2,2,1,1,1,1,1,1,1,2,1,0,1,4,0,0,9,0,0
42,CO,12506.97,1499.00,4818.14,29,7.20,1,1820690,115.00,50.00,204.00,268.00,0.00,0.00,1968.00,6097.91,8212.52,5,3,2,0,1,1,1,1,1,0,3,1,0,0,0,0,0,3,0,1
55,CO,3228.6,.00,397.60,3,10.00,1,1821094,12.22,0.00,447.00,0.00,318.00,0.00,0.00,490.26,490.26,4,3,1,1,1,0,0,0,0,1,1,0,0,2,0,0,0,0,0,4
44,CO,857,.00,389.00,2,0.00,0,1821653,59.00,0.00,0.00,0.00,0.00,0.00,0.00,389.00,389.00,1,1,0,1,0,0,0,1,0,1,5,1,3,0,2,0,0,0,0,12
62,CO,1744,.00,1744.00,5,8.09,1,1841780,0.00,0.00,0.00,417.00,0.00,0.00,0.00,1744.00,1744.00,3,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
37,CO,3245.67,667.21,1772.67,11,0.00,1,1842279,295.00,0.00,0.00,0.00,69.00,199.00,667.21,1772.67,2090.67,1,1,0,1,0,1,1,1,1,5,5,4,2,0,3,0,0,0,0,19
34,CO,3216.99,.00,778.00,4,10.00,1,1843501,177.00,345.00,552.00,0.00,0.00,0.00,0.00,778.00,1330.00,2,2,0,1,1,1,1,1,0,3,2,1,1,3,2,0,0,1,0,11
38,CO,4169.64,2328.27,4120.64,39,0.00,1,1843835,0.00,0.00,0.00,256.00,0.00,79.00,2505.79,4319.45,4368.45,5,2,3,0,0,0,1,1,1,4,1,1,0,0,3,0,0,3,0,6
50,CO,2173,507.00,1576.00,5,0.00,1,1821969,597.00,0.00,0.00,0.00,0.00,0.00,507.00,2321.00,3353.00,4,3,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,3
23,CO,1629,469.00,1629.00,14,0.00,1,1822614,0.00,0.00,0.00,0.00,841.00,0.00,1582.29,3718.29,3718.29,4,4,0,0,0,0,0,1,1,9,0,2,0,0,5,0,0,0,0,16
56,CO,2698,.00,626.00,4,0.00,1,1823016,318.00,0.00,596.00,447.00,477.00,0.00,0.00,705.00,1439.00,5,5,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3
33,CO,569,.00,569.00,7,8.96,1,1825145,0.00,0.00,0.00,0.00,0.00,0.00,154.00,1538.00,1538.00,6,6,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,0,0,5
55,CO,2264.84,40.00,870.00,13,7.18,1,1826783,15.00,450.00,550.00,700.00,0.00,0.00,83.84,924.25,1543.21,6,5,1,1,1,1,1,1,1,4,4,2,0,1,1,0,0,0,0,12
67,CO,2772.41,490.00,1398.41,11,10.00,1,1845070,497.00,0.00,0.00,0.00,0.00,0.00,490.00,1398.41,1447.41,1,1,0,0,1,1,1,1,1,6,2,2,0,0,1,0,0,6,0,5
42,CO,6270.98,439.53,1913.78,27,10.00,0,1846006,118.00,236.00,0.00,419.00,878.00,0.00,2354.17,5471.12,5963.32,5,3,2,0,1,1,0,1,0,1,2,3,0,0,0,0,0,6,0,0
39,CO,1812.58,914.78,1702.58,131,10.00,0,1846707,0.00,0.00,50.00,67.50,0.00,0.00,1461.87,2330.65,2400.65,2,2,0,0,0,0,1,0,0,17,21,26,3,3,25,0,0,94,0,1
53,CO,1765.35,.00,447.94,37,10.00,1,1847011,0.00,127.00,0.00,0.00,69.00,0.00,4344.09,7787.29,8953.27,5,4,1,0,1,1,0,0,0,2,2,4,0,3,5,0,0,0,0,16
70,CO,2926.42,948.94,1930.42,13,10.00,1,1849951,0.00,0.00,79.00,0.00,69.00,0.00,948.94,2300.42,2477.42,2,2,0,0,0,1,1,1,1,3,3,3,1,0,0,0,0,2,0,8
25,CO,6364.2,1002.00,3691.20,13,10.00,1,1828446,1112.00,596.00,596.00,298.00,318.00,358.00,1069.12,3529.32,3827.32,5,5,0,0,1,0,1,1,0,1,2,0,2,0,0,0,0,0,0,5
27,CO,2345.5,444.00,1785.50,10,10.00,1,1830536,0.00,0.00,100.00,572.00,100.00,0.00,444.00,1785.50,2345.50,1,1,0,0,0,1,1,1,1,0,1,2,0,0,0,0,0,0,0,3
54,CO,2724,499.00,1407.00,9,10.00,1,1830720,0.00,0.00,0.00,0.00,0.00,0.00,499.00,1407.00,1846.00,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,2
55,CO,3511.48,420.00,1332.48,10,7.75,0,1832674,0.00,0.00,0.00,0.00,0.00,0.00,420.00,1332.48,1401.48,2,2,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
37,CO,3503.46,889.00,1927.56,16,10.00,1,1918125,0.00,0.00,0.00,0.00,0.00,0.00,1396.00,2714.56,3192.46,4,3,1,1,1,1,0,1,1,1,0,1,1,0,3,0,0,6,0,0
45,CO,3672.98,497.94,1741.98,15,0.00,1,1918286,0.00,218.00,287.00,295.00,69.00,0.00,497.94,1853.73,2199.73,3,2,1,0,1,1,1,1,1,2,1,0,0,0,4,0,0,0,0,7
44,CO,8459.43,2223.78,6022.03,43,10.00,1,1918361,0.00,0.00,48.40,780.57,30.00,72.83,3733.41,7531.66,8582.06,5,2,3,0,0,1,1,1,1,5,1,7,1,0,2,0,0,6,0,10
55,CO,389,.00,389.00,3,0.00,0,1922280,0.00,0.00,0.00,0.00,0.00,0.00,0.00,389.00,389.00,2,2,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,4
61,CO,1813.96,28.86,150.40,30,10.00,0,1923716,0.00,0.00,0.00,0.00,0.00,0.00,28.86,150.40,177.96,2,2,0,0,1,1,0,0,0,3,4,1,3,1,3,0,0,15,0,0
57,CO,3343.46,9.46,1708.46,12,9.04,1,1834160,236.00,552.00,79.00,295.00,207.00,0.00,867.46,3349.46,4405.46,5,5,0,0,0,1,1,1,0,6,2,0,1,0,2,0,0,0,0,11
69,CO,1242.95,56.29,445.95,20,0.00,0,1834821,59.00,0.00,0.00,236.50,138.00,0.00,505.29,1929.05,1929.05,2,2,0,0,1,1,0,0,0,1,7,7,10,0,5,0,0,0,0,30
51,CO,3923,599.00,1715.00,8,0.00,1,1836427,354.00,0.00,79.00,118.00,59.00,0.00,599.00,1715.00,1843.00,2,1,1,1,1,1,1,1,1,2,3,0,1,1,4,0,0,0,0,11
39,CO,833.97,35.58,50.60,35,10.00,0,1836759,0.00,0.00,0.00,0.00,0.00,0.00,96.01,9439.35,12584.35,4,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
62,CO,3567.13,49.00,1112.13,10,10.00,1,1851236,0.00,276.00,483.00,59.00,69.00,0.00,49.00,1112.13,2014.13,1,1,0,0,1,1,1,1,1,2,4,1,0,0,2,0,0,0,0,9
30,CO,1302.09,1161.54,1302.09,18,10.00,1,1851520,0.00,0.00,0.00,118.00,0.00,0.00,1938.54,2679.09,2679.09,4,4,0,0,0,0,0,0,1,5,2,2,3,0,2,0,0,1,0,13
61,CO,12090.55,2442.80,6702.55,35,9.74,1,1853059,0.00,0.00,0.00,2074.00,158.00,149.00,2442.80,7346.10,7840.10,5,4,1,0,1,1,1,1,1,7,0,5,0,0,1,0,0,13,0,0
48,CO,698,499.00,499.00,0,10.00,1,1853110,199.00,0.00,0.00,0.00,0.00,0.00,998.00,3075.80,4484.33,4,2,2,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,5
46,CO,3478.06,284.24,1838.89,17,0.00,1,1838508,636.00,69.00,0.00,111.00,0.00,0.00,284.24,3246.69,4522.69,5,3,2,0,1,0,0,0,1,2,2,1,0,2,5,0,0,0,0,12
35,CO,1802.47,701.13,1802.47,21,8.74,1,1838708,0.00,0.00,0.00,59.00,69.00,169.00,1121.13,2470.47,2470.47,4,3,1,0,0,0,1,1,1,4,3,2,1,0,4,0,0,5,0,9
30,CO,997.32,.00,477.00,5,7.92,0,1839351,0.00,0.00,0.00,238.00,239.00,0.00,0.00,477.00,735.08,2,2,0,0,0,1,0,0,0,0,0,1,2,0,1,0,0,2,0,2
46,CO,2310.09,710.75,1797.17,11,10.00,1,1839685,159.00,169.00,169.00,248.00,456.00,19.90,710.75,1549.17,1966.17,2,1,1,0,0,0,0,1,1,0,3,1,2,0,0,0,0,0,0,6
69,CO,3587,404.00,1596.00,7,0.00,1,1924686,0.00,138.00,237.00,59.00,345.00,0.00,404.00,1596.00,2252.00,2,2,0,0,1,1,1,1,1,1,2,8,2,0,2,0,0,0,0,15
66,CO,3352.67,406.58,1250.67,14,6.73,1,1924700,295.00,414.00,237.00,0.00,69.00,0.00,406.58,1250.67,1571.84,6,4,2,0,1,1,1,1,1,4,5,3,0,1,3,0,0,0,0,16
53,CO,4240.38,648.00,2236.38,13,9.05,1,1924745,0.00,69.00,0.00,0.00,0.00,0.00,648.00,2236.38,2305.38,1,1,0,0,0,1,1,1,1,5,1,0,1,1,3,0,0,0,0,11
51,CO,3325.54,485.72,1626.54,22,10.00,1,1924761,413.00,0.00,0.00,177.00,69.00,0.00,485.72,1626.54,1675.54,3,3,0,0,1,1,1,1,1,0,4,1,3,1,3,0,0,0,0,12
51,CO,5964.32,1241.76,2926.32,14,10.00,1,1930302,0.00,0.00,447.00,636.00,716.00,796.00,1483.65,3755.91,4528.64,4,3,1,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,4
51,CO,627.79,.00,627.79,6,7.68,1,1840862,0.00,0.00,0.00,118.00,0.00,0.00,0.00,1692.79,1692.79,2,2,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,2,0,2
51,CO,2976.39,840.00,2878.39,13,8.12,1,1842159,0.00,0.00,0.00,118.00,0.00,0.00,840.00,2878.39,2976.39,4,4,0,0,0,0,1,1,1,2,0,0,0,1,0,0,0,1,0,2
34,CO,1902,.00,634.00,3,0.00,1,1842218,0.00,0.00,0.00,0.00,634.00,0.00,0.00,910.00,910.00,4,4,0,1,1,0,0,0,0,5,1,0,0,0,0,0,0,0,0,6
37,CO,2617.46,.00,2070.46,11,9.52,1,1842618,0.00,138.00,0.00,0.00,483.00,199.00,475.54,2546.00,2546.00,6,2,4,0,1,0,1,1,1,1,2,4,1,0,0,0,0,0,0,8
34,CO,546.14,57.27,77.14,36,0.00,0,1842845,0.00,0.00,0.00,0.00,0.00,0.00,3687.59,3741.39,4260.39,3,3,0,0,0,1,0,0,0,3,1,1,1,2,4,0,0,0,0,12
56,CO,5154.93,528.34,1569.33,11,5.90,1,1855750,0.00,0.00,0.00,0.00,0.00,0.00,532.33,1732.32,1732.32,3,3,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2
46,CO,4814.94,1462.94,4814.94,10,4.62,1,1856637,0.00,0.00,0.00,0.00,0.00,229.00,1462.94,4814.94,5323.94,8,6,2,0,0,0,1,1,1,0,2,0,0,0,0,0,0,2,0,0
63,CO,3364.06,547.14,1708.06,14,7.77,1,1858439,0.00,0.00,0.00,177.00,0.00,0.00,547.14,1708.06,2127.06,1,1,0,0,1,1,1,1,1,2,1,0,1,0,2,0,0,0,0,6
46,CO,5906.6,1409.56,3144.70,41,10.00,1,1859244,118.00,138.00,0.00,295.00,404.00,269.00,1979.63,6253.31,7319.31,4,4,0,1,1,1,1,1,1,5,10,7,1,2,3,0,0,1,0,27
44,CO,416,98.00,416.00,4,10.00,1,1843461,0.00,0.00,0.00,0.00,318.00,0.00,98.00,416.00,416.00,2,1,1,0,0,0,0,0,0,1,0,1,2,0,1,0,0,0,0,5
62,CO,5155.52,599.00,2661.52,14,0.00,1,1843497,0.00,0.00,0.00,59.00,0.00,0.00,599.00,2661.52,2740.52,2,2,0,1,1,1,1,1,1,1,2,1,0,0,3,0,0,0,0,7
22,CO,275.34,99.00,158.00,55,0.00,1,1844674,0.00,69.00,0.00,59.00,0.00,0.00,396.00,1791.29,2296.29,5,5,0,0,0,0,0,0,1,0,1,1,0,1,2,0,0,0,0,5
57,CO,1159.28,420.00,1159.28,61,9.92,1,1845233,0.00,0.00,0.00,0.00,59.00,0.00,2265.06,13572.58,14078.34,7,3,4,0,0,0,0,1,1,1,0,0,0,0,2,0,0,0,0,3
33,CO,1456,548.00,1017.00,3,10.00,1,1933101,0.00,0.00,0.00,0.00,0.00,0.00,548.00,1017.00,1456.00,1,1,0,0,0,1,0,1,1,2,1,0,0,1,1,0,0,0,0,5
47,CO,3227.97,587.41,2664.97,21,8.68,1,1935507,0.00,0.00,148.00,295.00,207.00,0.00,665.63,2769.38,4033.14,4,2,2,0,0,0,1,1,1,1,1,7,0,2,1,0,0,0,0,12
50,CO,6910.89,1013.37,3125.89,20,10.00,1,1938372,118.00,0.00,79.00,0.00,0.00,0.00,1021.16,3251.68,3556.68,4,4,0,0,1,1,1,1,1,4,1,0,1,0,1,0,0,0,0,7
26,CO,2335,599.00,1039.00,4,10.00,1,1938399,0.00,0.00,69.00,0.00,0.00,0.00,599.00,1039.00,1607.00,2,2,0,1,1,1,1,0,1,2,0,1,0,1,3,0,0,0,0,7
62,CO,5107.79,938.00,2958.16,17,10.00,1,1938447,118.00,0.00,0.00,0.00,0.00,0.00,938.00,2958.16,3173.27,1,1,0,0,1,0,1,1,1,3,5,3,2,0,1,0,0,4,0,10
41,CO,12486.28,2039.79,5734.71,39,10.00,1,1860863,0.00,0.00,277.07,97.00,69.00,0.00,2896.80,8848.72,13799.23,8,6,2,1,1,1,1,1,1,4,4,7,0,0,2,0,0,0,0,17
49,CO,2886.32,1048.99,1849.32,22,0.00,1,1864141,0.00,0.00,0.00,25.34,0.00,0.00,2827.41,5516.05,5892.05,3,2,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
54,CO,3965.85,1119.85,1452.85,13,6.71,1,1875104,0.00,0.00,0.00,0.00,333.00,597.00,1119.85,1459.71,2477.71,3,2,1,0,0,1,1,0,0,3,0,0,0,0,0,0,0,3,0,0
23,CO,876.94,.00,487.94,6,0.00,1,1877026,0.00,0.00,0.00,118.00,0.00,0.00,0.00,487.94,876.94,2,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
29,CO,1754.07,601.66,1355.07,17,0.00,1,1846076,0.00,0.00,0.00,218.00,0.00,0.00,601.66,1355.07,1754.07,1,1,0,0,0,1,0,1,1,1,1,1,1,0,4,0,0,0,0,8
40,CO,2524.1,1158.00,2206.10,16,5.80,1,1846294,0.00,318.00,0.00,0.00,0.00,0.00,1178.00,2256.10,2256.10,4,2,2,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,2
52,CO,6683.96,404.00,3636.00,6,9.26,1,1846528,236.00,0.00,0.00,0.00,0.00,0.00,404.00,3636.00,3636.00,3,2,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1
31,CO,700,4.00,4.00,8,10.00,1,1846998,0.00,207.00,69.00,0.00,0.00,0.00,251.72,1239.72,1239.72,3,3,0,1,0,0,0,0,0,2,0,1,0,1,1,0,0,0,0,5
25,CO,1651,599.00,1172.00,6,10.00,1,1848332,0.00,0.00,59.00,97.00,0.00,0.00,599.00,1172.00,1231.00,3,3,0,0,0,1,0,1,1,4,2,0,0,0,1,0,0,3,0,4
45,CO,6447.88,20.39,3175.88,18,10.00,1,1939753,59.00,618.00,300.00,0.00,100.00,0.00,166.27,3437.31,5057.31,5,2,3,0,0,0,0,1,1,5,3,0,0,0,0,0,0,0,0,8
59,CO,5011.11,.00,413.00,25,0.00,1,1941607,0.00,0.00,79.00,413.00,0.00,0.00,1465.27,4857.56,5221.56,4,4,0,0,1,1,0,0,0,3,3,3,1,0,3,0,0,1,0,12
52,CO,11423.72,2535.08,5418.24,61,10.00,1,1942068,15.00,5.50,0.00,0.00,0.00,0.00,2807.46,13334.94,15592.94,10,7,3,1,1,1,1,1,1,4,2,1,0,1,4,0,0,0,0,12
58,CO,1626,49.00,1626.00,9,10.00,0,1942089,0.00,0.00,0.00,0.00,0.00,0.00,49.00,1626.00,1626.00,1,1,0,0,0,0,1,1,1,5,7,6,0,1,1,0,0,0,0,20
62,CO,6462,938.00,3902.00,19,0.00,0,1942107,0.00,69.00,0.00,0.00,0.00,0.00,947.06,4152.91,5151.91,6,6,0,0,1,1,1,1,1,1,3,6,3,0,3,0,0,3,0,13
24,CO,1465.5,88.00,193.00,47,5.62,1,1942184,0.00,0.00,0.00,0.00,0.00,0.00,2440.51,5879.96,9051.87,6,4,2,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,4
44,CO,5540.49,2185.00,4400.60,9,8.63,1,1881920,0.00,0.00,0.00,82.33,0.00,0.00,2185.00,4400.60,4400.60,3,2,1,1,0,0,1,1,1,1,1,1,2,0,1,0,0,0,0,6
22,CO,170.12,.00,170.12,10,0.00,1,1888907,0.00,0.00,0.00,0.00,138.00,0.00,825.21,2120.33,2716.33,5,5,0,0,0,0,0,1,0,0,4,1,1,2,10,0,0,0,0,18
73,CO,2307.49,878.00,1501.49,8,0.00,1,1889026,59.00,69.00,0.00,177.00,207.00,0.00,878.00,1960.49,1960.49,2,2,0,1,1,0,1,1,1,7,2,4,1,0,1,0,0,2,0,13
60,CO,5819.66,991.88,3043.85,21,0.00,1,1889361,0.00,0.00,0.00,0.00,69.00,0.00,1022.84,3074.81,3746.89,2,2,0,0,1,1,1,1,1,6,5,3,6,1,2,0,0,1,0,22
22,CO,2017.03,.00,1663.03,0,10.00,1,1850297,354.00,0.00,0.00,177.00,0.00,0.00,1273.81,4778.27,4847.27,6,6,0,0,0,0,0,1,0,3,2,0,0,0,1,0,0,0,0,6
27,CO,656.41,269.00,446.41,3,10.00,1,1851928,0.00,0.00,0.00,0.00,0.00,269.00,1018.98,1665.39,1665.39,3,3,0,1,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,5
23,CO,1967.09,1038.09,1117.09,47,0.00,1,1852303,177.00,69.00,0.00,79.00,0.00,0.00,2982.78,6091.90,7189.90,3,3,0,0,0,1,0,0,0,8,6,4,1,2,7,0,0,18,0,10
61,CO,11944.93,2010.65,4739.15,26,0.00,1,1854075,919.00,574.00,516.00,472.00,386.00,199.00,2433.59,5654.03,8164.03,3,3,0,0,1,1,0,1,1,0,6,3,1,0,1,0,0,0,0,11
61,CO,8810.02,1385.84,4453.02,26,10.00,1,1856149,177.00,69.00,414.00,413.00,0.00,0.00,1385.84,4585.47,5415.47,3,1,2,1,1,1,1,1,1,1,1,3,1,1,3,0,0,1,0,9
36,CO,1389,.00,.00,10,10.00,1,1942400,0.00,361.00,0.00,0.00,0.00,0.00,897.00,2243.77,2243.77,5,5,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,3,0,0
57,CO,3331.79,.00,417.74,5,6.45,1,1942477,0.00,0.00,0.00,0.00,228.00,179.00,179.00,596.74,746.74,2,2,0,1,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,3
34,CO,1025,667.00,1025.00,8,0.00,1,1943284,0.00,0.00,0.00,229.00,129.00,59.00,667.00,1025.00,1025.00,1,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,3,0,0
64,CO,68775.3,11273.79,17998.65,36,10.00,0,1944588,0.00,118.00,0.00,0.00,0.00,69.00,11273.79,23641.07,31962.88,1,1,0,0,1,1,1,1,1,21,16,23,6,4,16,0,0,86,0,0
47,CO,993,.00,.00,8,3.08,1,1858369,447.00,516.00,0.00,0.00,0.00,0.00,92.00,798.00,1394.00,4,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
60,CO,3889.47,74.47,1072.47,10,10.00,1,1858396,0.00,138.00,0.00,0.00,0.00,0.00,74.47,1072.47,1930.47,3,3,0,0,1,1,1,1,1,0,1,3,0,0,0,0,0,3,0,1
15,CO,1542.51,884.68,1542.51,31,10.00,1,1859148,0.00,0.00,0.00,0.00,0.00,91.00,1550.74,2766.62,3064.62,5,4,1,0,0,0,0,1,0,5,3,5,0,0,0,0,0,3,0,10
41,CO,1466,.00,499.00,2,10.00,1,1860434,0.00,138.00,0.00,59.00,0.00,0.00,0.00,499.00,499.00,1,1,0,1,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,3
80,CO,3565.97,1222.09,2372.97,18,10.00,1,1945242,0.00,0.00,0.00,0.00,0.00,0.00,1222.09,2721.97,2819.97,2,2,0,0,1,1,1,1,1,1,2,2,0,0,0,0,0,5,0,0
48,CO,6325.43,152.01,1680.25,44,10.00,1,1945526,0.00,0.00,0.00,118.00,0.00,0.00,1694.49,6293.56,7397.74,4,2,2,1,1,1,1,0,0,2,6,2,1,0,6,0,0,3,0,14
48,CO,17207.22,2137.49,8934.29,60,9.00,1,1946001,0.00,124.00,419.00,0.00,575.00,212.00,2137.49,9207.28,11632.61,7,3,4,0,1,1,1,1,1,5,3,4,0,2,3,0,0,17,0,0
53,CO,4451.89,994.28,1773.53,7,0.00,1,1946128,133.00,169.00,69.00,0.00,0.00,0.00,1004.14,1783.39,1921.39,3,2,1,1,1,1,1,1,1,2,0,1,0,0,0,0,0,0,0,3
81,CO,2438.88,803.39,1540.42,16,7.78,1,1889409,59.00,69.00,0.00,118.00,0.00,0.00,803.39,1540.42,1589.42,1,1,0,0,1,1,1,1,1,2,3,2,2,0,4,0,0,4,0,9
52,CO,10801.94,1934.38,3398.38,26,0.00,1,1889427,199.00,0.00,396.00,0.00,0.00,0.00,1946.73,4283.31,5975.31,5,5,0,0,1,1,1,1,1,2,2,3,0,1,5,0,0,6,0,7
52,CO,9324.61,.00,5297.01,20,10.00,1,1889594,0.00,745.00,712.16,368.00,159.00,0.00,798.00,6781.71,12401.35,9,7,2,0,0,1,1,1,0,5,2,1,0,0,0,0,0,0,0,8
49,CO,739.2,2.20,161.20,25,10.00,0,1889878,0.00,0.00,169.00,0.00,159.00,0.00,136.83,1338.83,1507.83,2,2,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3
45,CO,8101.05,2352.59,4597.01,24,9.73,1,1905418,0.00,414.00,345.00,295.00,69.00,0.00,2352.59,4597.01,6172.46,6,3,3,0,1,1,0,1,1,0,1,8,0,0,0,0,0,3,0,6
59,CO,3377.36,1072.44,1631.98,6,0.00,1,1867545,357.00,387.00,298.00,298.00,179.00,398.00,1072.44,1631.98,2315.36,1,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2
70,CO,1518.45,539.31,1518.45,9,0.00,1,1875569,0.00,0.00,0.00,0.00,482.00,0.00,539.31,1518.45,1518.45,2,1,1,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,6
33,CO,1421,499.00,1421.00,5,0.00,0,1876510,0.00,0.00,0.00,0.00,483.00,0.00,499.00,1421.00,1421.00,1,1,0,0,0,0,0,1,1,7,0,5,0,0,0,0,0,0,0,12
45,CO,3292.52,.00,1042.31,8,6.33,1,1880056,298.00,706.00,149.00,169.00,207.00,0.00,0.00,1061.31,1300.31,4,2,2,1,1,1,1,1,0,2,0,4,0,0,0,0,0,0,0,6
53,CO,2954.75,.00,1153.75,9,0.00,1,1884836,341.15,69.00,447.00,517.00,537.00,0.00,0.00,1224.75,1224.75,3,2,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3
55,CO,6982.21,1218.00,3027.47,16,10.00,1,1917167,0.00,0.00,0.00,0.00,0.00,179.00,1271.78,3325.22,3325.22,5,5,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,2
