Age,StateProvinceCode,CustomerLifetimeSpend,Customer1YearSpend,Customer3YearSpend,ThreeYearVisitCount,SkiLoyaltyIndexRating,FrontRangeMarket,CustId,Spend_Winter_2010,Spend_Winter_2011,Spend_Winter_2012,Spend_Winter_2013,Spend_Winter_2014,Spend_Winter_2015,Household1YearSpend,Household3YearSpend,HouseholdLifetimeSpend,NumberOfHouseholdMembers,NumberOfAdults,NumberOfChildren,Pass_Winter_2010,Pass_Winter_2011,Pass_Winter_2012,Pass_Winter_2013,Pass_Winter_2014,Pass_Winter_2015_x,January_15,February_15,March_15,April_15,November_14,December_14,Ski_Resort1_2014_2015,Ski_Resort2_2014_2015,Ski_Resort3_2014_2015,Ski_Resort4_2014_2015,Ski_Resort5_2014_2015,Pass_Winter_2015_y,actual_y,predicted_label,predicted_proba
37,CO,1524.22,1011.08,1524.22,7,0.0,1,5853025,0.0,0.0,0.0,0.0,69.0,0.0,1011.08,1968.36,1968.36,2,2,0,0,0,0,0,1,1,0,0,2,0,0,2,0,0,2,0,2,1,1,1,0.8967119
20,CO,601.28,0.0,601.28,5,0.0,1,5853277,0.0,0.0,0.0,0.0,138.0,0.0,0.0,601.28,601.28,2,2,0,0,0,0,0,1,0,1,0,4,0,0,3,0,0,0,0,8,0,0,0,0.029677758
57,CO,7770.16,3056.85,5672.16,45,0.0,1,1111902,59.0,0.0,0.0,0.0,169.0,0.0,5597.68,9379.48,11515.48,10,5,5,1,1,1,1,1,1,6,3,3,0,0,1,0,0,0,0,13,1,1,1,0.9668906
34,CO,406.94,247.94,406.94,7,10.0,1,5855749,0.0,0.0,0.0,0.0,159.0,169.0,247.94,406.94,406.94,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0.16075563
45,CO,707.0,0.0,707.0,4,0.0,1,5049451,0.0,0.0,0.0,0.0,138.0,0.0,0.0,707.0,707.0,1,1,0,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,4,0,0,0,0.01790239
26,CO,526.81,25.0,526.81,7,7.32,1,5885380,0.0,0.0,0.0,0.0,0.0,25.0,117.74,619.55,619.55,3,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0.13219407
38,CO,488.0,0.0,488.0,2,0.0,1,5137495,0.0,0.0,0.0,0.0,69.0,0.0,0.0,488.0,488.0,1,1,0,0,0,0,0,1,0,4,2,0,0,1,5,0,0,0,0,12,0,0,0,0.023711411
47,CO,2379.05,1452.0,2379.05,7,0.0,1,5885588,0.0,0.0,0.0,0.0,0.0,0.0,1634.47,2561.52,2561.52,6,3,3,0,0,0,0,1,1,4,0,4,1,0,2,0,0,0,0,11,1,1,1,0.8969726
18,CO,988.81,399.0,988.81,0,0.0,1,5905727,0.0,0.0,0.0,0.0,207.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,1,1,2,2,0,2,0,0,0,0,8,1,1,1,0.8441685
32,CO,388.0,0.0,388.0,2,10.0,1,5906295,0.0,0.0,0.0,0.0,69.0,0.0,0.0,388.0,388.0,1,1,0,0,0,0,0,1,0,4,0,0,0,0,3,0,0,0,0,7,0,0,0,0.019889008
40,CO,5091.66,3877.18,5091.66,13,7.81,1,5907401,0.0,0.0,0.0,0.0,0.0,0.0,3877.18,5091.66,5091.66,5,4,1,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,1,1,1,0.94571173
52,CO,1014.54,683.78,1014.54,15,10.0,1,5160475,0.0,0.0,0.0,0.0,177.0,158.0,2197.48,3231.24,3231.24,6,4,2,0,0,0,0,0,1,1,1,0,1,0,4,0,0,0,0,7,1,1,1,0.77809787
32,CO,2315.91,1234.38,2315.91,24,0.0,0,5191774,0.0,0.0,0.0,0.0,0.0,126.38,1234.38,3544.97,3603.25,3,3,0,0,0,0,0,1,1,9,8,4,2,1,6,0,0,30,0,0,1,1,1,0.9377505
32,CO,648.26,469.26,648.26,13,10.0,1,5191858,0.0,0.0,0.0,0.0,179.0,0.0,1118.33,2074.51,2074.51,3,3,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,3,1,1,1,0.878887
44,CO,638.0,0.0,638.0,8,4.41,1,5194652,0.0,0.0,0.0,0.0,69.0,0.0,0.0,1267.0,1267.0,5,5,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0.051448636
28,CO,798.0,648.0,798.0,4,0.0,1,5195921,0.0,0.0,0.0,0.0,150.0,149.0,1021.74,1171.74,1171.74,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,0.82022864
51,CO,1374.76,712.06,1374.76,11,8.23,1,5895684,0.0,0.0,0.0,0.0,69.0,199.0,1962.74,2625.44,2625.44,4,3,1,0,0,0,0,1,0,3,1,2,0,0,0,0,0,0,0,6,0,0,1,0.9179324
40,CO,6653.59,3901.71,6653.59,17,0.0,1,5923152,0.0,0.0,0.0,0.0,269.0,0.0,3918.54,6670.42,6670.42,5,2,3,0,0,0,0,1,1,4,1,2,1,0,0,0,0,0,0,8,1,1,1,0.951741
21,CO,1204.0,499.0,1204.0,5,0.0,1,5925240,0.0,0.0,0.0,0.0,276.0,0.0,499.0,1204.0,1204.0,1,1,0,0,0,0,0,1,1,0,4,4,1,0,0,0,0,0,0,9,1,1,1,0.91673684
37,CO,656.0,49.0,656.0,6,9.21,1,5901791,0.0,0.0,0.0,0.0,138.0,0.0,49.0,656.0,656.0,1,1,0,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,4,0,0,0,0.112606555
27,CO,1332.14,73.54,1332.14,9,0.0,1,5901802,0.0,0.0,0.0,0.0,404.0,0.0,73.54,1332.14,1332.14,1,1,0,0,0,0,0,1,1,7,8,6,4,0,8,0,0,0,0,33,1,1,0,0.46620792
24,CO,1432.91,564.42,1432.91,14,0.0,0,5201352,0.0,0.0,0.0,0.0,276.0,0.0,1007.72,1876.21,1876.21,8,8,0,0,0,0,0,1,1,3,3,8,1,10,5,0,0,0,0,30,1,1,1,0.9355067
31,CO,718.68,0.0,718.68,17,0.0,1,5201687,0.0,0.0,0.0,0.0,69.0,0.0,549.26,2892.36,3500.36,4,4,0,0,0,0,0,1,0,5,2,3,1,2,1,0,0,0,0,14,0,0,0,0.0700227
56,CO,1610.39,708.0,866.39,16,10.0,1,1125021,149.0,297.0,298.0,149.0,0.0,597.0,1283.11,2482.46,3070.44,2,2,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,4,1,1,1,0.6810716
32,CO,377.5,0.0,377.5,2,0.0,1,5928507,0.0,0.0,0.0,0.0,138.0,0.0,0.0,377.5,377.5,3,3,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0.0152426865
60,CO,1236.5,9.5,9.5,6,9.29,0,1128949,0.0,0.0,0.0,0.0,0.0,0.0,9.5,9.5,9.5,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0685564
45,CO,4802.95,398.36,3069.95,21,0.0,1,1130588,59.0,0.0,0.0,236.0,69.0,0.0,428.37,3125.46,3125.46,7,5,2,1,0,1,1,1,1,2,1,2,1,0,3,0,0,0,0,9,1,1,1,0.9180119
30,CO,2474.0,1138.0,2474.0,8,8.01,1,5910106,0.0,0.0,0.0,0.0,398.0,0.0,1138.0,2474.0,2474.0,2,2,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,2,0,2,1,1,1,0.86011094
40,CO,2842.88,1582.91,2842.88,16,0.0,0,5205228,0.0,0.0,0.0,0.0,414.25,0.0,1945.91,3942.39,3942.39,5,3,2,0,0,0,0,1,1,3,1,6,0,0,6,0,0,2,0,14,1,1,1,0.94177103
27,CO,587.0,0.0,587.0,3,0.0,1,5205647,0.0,0.0,0.0,0.0,118.0,0.0,0.0,587.0,587.0,2,2,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,0,0,5,0,0,0,0.022907231
27,CO,504.33,115.33,504.33,13,0.0,0,5921670,0.0,0.0,0.0,0.0,0.0,0.0,115.33,1292.33,1302.33,3,3,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,4,0,0,0,0.173648
48,CO,6631.65,1817.0,4334.65,19,10.0,1,1130821,447.0,596.0,0.0,295.0,0.0,0.0,1833.1,4760.56,4858.56,4,2,2,0,0,1,1,1,1,2,2,0,0,0,0,0,0,0,0,4,1,1,1,0.96199757
42,CO,1785.93,0.0,660.35,5,10.0,1,1131225,0.0,159.0,298.0,0.0,268.0,0.0,157.88,818.23,818.23,4,4,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0.02013161
48,CO,10409.8,0.0,3950.31,17,5.86,1,1131274,130.0,200.0,273.0,0.0,100.0,0.0,181.33,4186.97,5204.97,6,4,2,1,1,1,1,1,1,4,2,1,0,0,1,0,0,0,0,8,1,1,0,0.37182334
42,CO,638.0,0.0,638.0,8,5.56,1,1132612,0.0,0.0,0.0,0.0,69.0,0.0,0.0,638.0,638.0,3,3,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,3,0,0,0,0.068917066
36,CO,8539.15,1174.51,4709.79,45,0.0,0,1133011,0.0,0.0,0.0,237.0,158.0,0.0,1174.51,4709.79,4873.15,1,1,0,0,1,1,1,1,1,7,14,7,6,0,11,0,0,45,0,0,1,1,1,0.97686255
48,CO,400.0,318.0,400.0,17,0.0,1,5937622,0.0,0.0,0.0,0.0,0.0,269.0,469.0,1659.48,2237.48,2,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3,0,0,0,0.3874244
26,CO,513.14,444.14,513.14,4,0.0,1,5939907,0.0,0.0,0.0,0.0,69.0,0.0,444.14,513.14,513.14,1,1,0,0,0,0,0,0,1,3,5,0,1,0,1,0,0,0,0,10,1,1,1,0.9072677
54,CO,708.0,0.0,708.0,6,10.0,0,5941132,0.0,0.0,0.0,0.0,239.0,0.0,0.0,708.0,708.0,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,1,1,0,0.04757007
30,CO,693.37,0.0,693.37,2,0.0,1,5929944,0.0,0.0,0.0,0.0,200.0,0.0,0.0,693.37,693.37,2,2,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,4,0,0,0,0.019136285
53,CO,7615.9,247.9,1923.9,5,0.0,0,3845466,0.0,0.0,0.0,0.0,0.0,0.0,247.9,1923.9,1923.9,5,5,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,4,0,0,0,0,0,0.098737314
21,CO,2636.29,567.07,671.25,32,0.0,0,3610610,0.0,429.0,0.0,0.0,0.0,0.0,1224.97,4636.39,5814.75,4,4,0,0,1,0,0,0,1,2,1,2,0,0,5,0,0,10,0,0,1,1,1,0.6288258
61,CO,8539.4,1770.72,6357.15,51,0.0,0,3610676,0.0,59.0,138.0,141.0,79.0,0.0,1770.72,6357.15,7543.4,2,2,0,0,1,1,1,1,1,5,6,9,3,0,3,0,0,26,0,0,1,1,1,0.9775864
26,CO,7847.23,2550.64,4621.23,11,10.0,0,3956226,0.0,59.0,0.0,0.0,0.0,169.0,2550.64,4621.23,4631.23,7,5,2,0,1,1,0,1,1,9,4,3,2,0,0,0,0,18,0,0,1,1,1,0.9715189
35,CO,2591.0,0.0,2591.0,6,0.0,0,3849278,0.0,0.0,0.0,316.0,158.0,0.0,0.0,2591.0,2591.0,2,2,0,0,0,0,1,1,0,4,5,3,1,0,4,0,0,17,0,0,0,0,0,0.066111654
25,CO,1759.0,1100.0,1759.0,7,10.0,1,3854676,0.0,0.0,0.0,0.0,200.0,0.0,1100.0,1759.0,1759.0,1,1,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,2,0,2,1,1,1,0.91892993
34,CO,807.0,298.0,807.0,4,0.0,1,3854840,0.0,0.0,0.0,0.0,0.0,298.0,298.0,1316.0,1516.97,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.09026975
32,CO,5508.01,1224.5,4176.55,28,0.0,1,3972599,0.0,0.0,227.0,664.0,0.0,0.0,1224.5,4176.55,4530.88,1,1,0,0,0,1,1,1,1,5,4,5,3,2,5,0,0,24,0,0,1,1,1,0.96450293
69,CO,7356.25,1216.52,3321.25,23,0.0,0,3857430,0.0,0.0,0.0,0.0,0.0,30.0,1216.52,3321.25,4300.25,1,1,0,0,1,1,1,1,1,9,10,9,1,1,10,0,0,40,0,0,1,1,1,0.9756915
49,CO,12852.2,3571.08,9668.64,69,10.0,0,3742153,0.0,0.0,617.0,158.0,79.0,0.0,4754.33,11962.28,13342.13,11,6,5,0,1,1,1,1,1,6,6,6,0,2,7,0,0,27,0,0,1,1,1,0.96379805
63,CO,518.75,197.56,518.75,138,0.0,0,3991272,0.0,0.0,0.0,0.0,0.0,0.0,4778.25,9222.39,10242.49,5,4,1,0,0,0,0,0,1,1,2,0,0,0,2,0,0,5,0,0,1,1,0,0.054890852
26,CO,4008.37,67.63,2110.37,15,0.0,0,3993571,0.0,0.0,0.0,0.0,0.0,0.0,67.63,2110.37,3079.37,1,1,0,0,1,1,1,1,0,8,15,7,0,0,12,0,0,42,0,0,0,0,0,0.29902217
33,CO,3191.81,25.0,2023.0,9,0.0,0,4002204,0.0,0.0,203.0,0.0,0.0,25.0,25.0,2023.0,3191.81,2,1,1,0,0,1,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0.22403608
24,CO,3203.03,459.74,1986.85,17,9.62,1,4003701,0.0,0.0,276.0,519.0,158.0,0.0,5.0,1986.85,3203.03,4,4,0,0,0,1,0,1,1,39,25,26,6,0,17,0,0,113,0,0,1,1,1,0.8459344
62,CO,2063.0,0.0,338.0,25,8.03,1,1022156,0.0,0.0,0.0,328.0,159.0,0.0,449.0,1910.19,2059.19,4,4,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0482103
49,CO,4048.28,1675.67,3822.28,41,9.47,1,1027490,0.0,160.0,0.0,0.0,0.0,0.0,1675.67,3858.17,3956.17,2,1,1,0,0,0,1,1,1,3,2,6,2,0,5,0,0,0,0,18,1,1,1,0.96034765
56,CO,5500.25,410.0,2493.01,22,0.0,0,3817394,0.0,858.0,0.0,0.0,0.0,509.0,1197.79,3868.8,4028.82,5,5,0,0,0,1,1,1,0,6,6,0,1,0,5,0,0,18,0,0,0,0,1,0.8153708
72,CO,16281.03,128.26,4556.98,41,0.0,0,3867508,0.0,0.0,0.0,1796.0,0.0,0.0,175.98,5124.7,7578.32,8,6,2,0,0,0,1,0,1,3,0,0,0,0,3,0,0,6,0,0,1,1,0,0.3580037
24,CO,5287.29,1408.55,4193.06,66,0.0,0,4029085,0.0,0.0,0.0,0.0,79.0,0.0,1719.82,5703.5,7430.72,3,3,0,0,0,1,1,1,1,23,23,7,0,0,20,0,0,73,0,0,1,1,1,0.96630347
18,CO,485.77,3.29,335.37,10,10.0,1,4032184,0.0,0.0,150.4,0.0,0.0,0.0,482.43,1812.98,2105.78,5,4,1,0,0,0,0,1,0,0,1,0,0,0,4,0,0,0,0,5,0,0,0,0.08218455
78,CO,7906.0,549.0,3405.0,9,0.0,0,3874060,0.0,0.0,0.0,0.0,0.0,0.0,549.0,3405.0,3603.0,2,2,0,0,1,1,1,1,1,5,6,4,0,0,0,0,0,15,0,0,1,1,1,0.95449275
71,CO,3621.49,787.59,3072.67,28,0.0,0,3879851,0.0,295.0,0.0,79.0,237.0,0.0,3262.47,8449.81,9197.63,2,2,0,0,0,0,1,0,0,1,13,4,1,0,0,0,0,19,0,0,0,0,1,0.57788664
28,CO,3013.92,1200.26,2924.92,54,7.46,0,4049784,0.0,0.0,0.0,0.0,0.0,0.0,1200.26,2924.92,3013.92,1,1,0,0,0,0,0,1,1,7,0,5,0,0,5,0,0,17,0,0,1,1,1,0.95760757
73,CO,7800.09,1037.83,3443.9,28,10.0,0,3883443,0.0,0.0,878.0,0.0,489.0,1018.0,1189.16,3635.95,3997.14,3,3,0,0,1,0,1,1,1,0,2,9,1,0,0,0,0,12,0,0,1,1,1,0.96896166
33,CO,901.14,0.0,901.14,7,10.0,1,4053905,0.0,0.0,0.0,298.0,0.0,0.0,0.0,1599.14,1599.14,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.11274506
49,CO,11880.65,1574.19,4454.98,52,9.63,0,3818394,0.0,0.0,0.0,316.0,526.0,0.0,1574.19,4454.98,4543.65,2,2,0,0,1,1,0,1,1,3,10,4,0,0,3,0,0,20,0,0,1,1,1,0.9675991
82,CO,3941.8,528.35,2191.16,14,0.0,0,3905096,0.0,118.0,0.0,536.0,158.0,0.0,528.35,2191.16,2307.8,6,6,0,0,1,1,1,1,1,10,7,16,2,0,0,0,0,35,0,0,1,1,1,0.9470129
63,CO,4826.68,1197.77,3370.68,74,10.0,0,3906191,0.0,429.0,0.0,0.0,0.0,0.0,1286.77,3459.68,3558.68,4,3,1,0,0,0,1,1,1,8,8,7,2,0,1,0,0,26,0,0,1,1,1,0.94986165
30,CO,549.94,0.0,549.94,3,7.14,1,4062243,0.0,0.0,0.0,129.0,0.0,0.0,0.0,549.94,549.94,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0.018696489
60,CO,6216.91,2282.79,5940.91,41,0.0,0,3852405,0.0,0.0,0.0,0.0,489.0,0.0,3585.86,8191.3,8427.69,9,9,0,0,0,0,1,1,1,6,2,3,0,0,1,0,0,12,0,0,1,1,1,0.95133615
65,CO,2397.09,1327.45,1961.09,24,0.0,1,3858036,472.0,414.0,436.0,354.0,414.0,0.0,1343.6,2288.55,2724.55,9,7,2,1,1,1,1,1,1,2,0,11,0,0,3,0,0,2,0,14,1,1,1,0.97015387
21,CO,772.01,127.41,772.01,19,0.0,0,3936289,0.0,0.0,0.0,0.0,0.0,0.0,127.41,772.01,772.01,1,1,0,0,0,0,0,1,0,0,7,2,0,0,0,0,0,9,0,0,0,0,0,0.20545247
55,CO,2637.0,547.0,1825.0,9,0.0,0,4085766,318.0,0.0,149.0,0.0,477.0,358.0,547.0,2372.0,2519.0,2,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,1,0.6073079
37,CO,2833.0,499.0,2833.0,5,0.0,1,4088967,0.0,0.0,0.0,312.0,0.0,0.0,499.0,2833.0,2833.0,5,3,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.7106445
43,CO,6182.21,2062.14,4187.69,87,0.0,0,3862900,0.0,0.0,0.0,0.0,0.0,0.0,3989.46,8843.91,10760.43,6,2,4,0,1,1,1,1,1,6,3,3,0,1,1,0,0,14,0,0,1,1,1,0.9708655
46,CO,856.49,127.58,561.73,32,0.0,0,3862949,0.0,236.0,0.0,0.0,0.0,0.0,3019.17,9302.32,9361.08,7,3,4,0,0,0,1,0,0,6,5,5,0,2,3,0,0,21,0,0,0,0,0,0.06585021
64,CO,1178.32,0.0,1178.32,13,0.0,0,4103073,0.0,0.0,0.0,0.0,79.0,0.0,966.6,3555.86,3562.67,2,2,0,0,0,0,0,1,0,1,6,3,4,0,0,0,0,14,0,0,0,0,0,0.1531699
55,CO,4401.0,1049.0,3343.0,16,0.0,0,3865106,0.0,0.0,0.0,316.0,0.0,0.0,2098.0,6686.0,7054.63,3,3,0,0,0,1,1,1,1,7,7,6,1,0,13,0,0,34,0,0,1,1,1,0.9571523
59,CO,6395.78,1466.78,2630.78,13,0.0,0,3971469,0.0,429.0,0.0,449.0,489.0,509.0,1520.78,2599.01,2797.01,3,3,0,0,1,1,1,1,1,1,2,0,0,0,0,0,0,3,0,0,1,1,1,0.93737274
46,CO,10059.53,1754.21,3931.83,43,10.0,0,3971494,0.0,0.0,0.0,0.0,0.0,398.0,1862.01,6181.16,7772.51,4,2,2,0,1,1,1,1,1,7,6,7,1,0,3,0,0,24,0,0,1,1,1,0.97616416
33,CO,2672.23,1331.94,2672.23,0,9.41,1,3982333,0.0,0.0,0.0,129.0,345.0,0.0,1331.94,3840.2,3840.2,3,3,0,0,0,0,0,1,1,0,2,4,0,0,7,0,0,5,0,8,1,1,1,0.9038704
35,CO,696.0,0.0,696.0,5,0.0,1,4110502,0.0,0.0,0.0,0.0,277.0,0.0,0.0,696.0,696.0,1,1,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,0,4,0,0,0,0.025851864
34,CO,1554.36,814.08,1554.36,7,10.0,1,4110593,0.0,0.0,0.0,0.0,714.0,199.0,814.08,1554.36,1554.36,2,1,1,0,0,0,0,0,0,6,2,2,0,0,0,0,0,2,0,8,0,0,1,0.72288966
33,CO,2188.37,278.0,278.0,4,10.0,0,3885077,0.0,0.0,0.0,449.0,0.0,556.0,278.0,278.0,1659.37,4,4,0,0,0,1,0,0,0,2,0,1,0,0,1,0,0,4,0,0,0,0,0,0.030069036
36,CO,2078.58,0.0,2076.0,5,0.0,0,3996946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4443.0,5724.58,5,5,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0.04145347
36,CO,757.0,0.0,268.0,5,3.52,1,3997007,0.0,0.0,0.0,129.0,139.0,0.0,298.0,1224.0,1224.0,4,4,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0.018572213
46,CO,90134.97,16510.23,53819.85,73,9.9,1,4112490,0.0,0.0,1359.2,414.0,866.0,0.0,17458.25,55341.93,80949.39,8,6,2,0,1,0,1,1,1,8,2,3,5,3,7,0,0,28,0,0,1,1,1,0.9235944
60,CO,10919.85,792.85,3333.85,195,10.0,0,4112513,0.0,1287.0,1696.0,649.0,524.0,1261.0,2649.4,6714.65,10084.18,5,5,0,0,1,1,1,1,0,0,3,2,0,0,0,0,0,5,0,0,0,0,1,0.6258311
32,CO,6353.61,1093.49,3606.61,21,0.0,1,4127287,0.0,0.0,0.0,158.0,158.0,0.0,1093.49,3606.61,4565.61,1,1,0,0,1,1,1,1,1,1,5,6,0,0,10,0,0,22,0,0,1,1,1,0.9755189
36,CO,5835.87,1797.0,4712.62,25,0.0,1,4010009,0.0,0.0,0.0,158.0,60.0,80.0,1837.1,5506.32,6718.57,5,3,2,0,0,0,1,1,1,4,3,2,1,2,2,0,0,14,0,0,1,1,1,0.96460164
51,CO,11924.84,705.0,5674.18,19,0.0,0,3900335,0.0,0.0,96.0,0.0,0.0,921.0,705.0,5529.38,7378.42,3,1,2,0,1,1,1,1,0,0,1,8,0,0,1,0,0,10,0,0,0,0,1,0.8786977
48,CO,528.0,0.0,528.0,2,2.84,1,4173379,0.0,0.0,0.0,0.0,69.0,0.0,0.0,528.0,528.0,1,1,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,3,0,0,0,0.019180708
22,CO,636.37,0.0,636.37,8,0.0,1,4173388,0.0,0.0,0.0,0.0,128.0,0.0,0.0,636.37,636.37,1,1,0,0,0,0,0,1,0,4,4,1,0,3,3,0,0,0,0,15,0,0,0,0.08376681
51,CO,1608.18,960.18,1608.18,8,0.0,1,4173399,0.0,0.0,0.0,0.0,69.0,0.0,960.18,1608.18,1608.18,2,1,1,0,0,0,0,1,1,0,1,0,0,0,2,0,0,0,0,3,1,1,1,0.8798063
38,CO,2969.89,1731.88,2922.42,105,0.0,0,4040114,0.0,0.0,0.0,0.0,0.0,0.0,1764.47,2955.01,3002.48,2,2,0,0,0,0,0,1,0,12,6,5,1,4,19,0,0,47,0,0,0,0,1,0.9405956
77,CO,4713.05,1068.47,2421.17,18,10.0,1,3925672,0.0,138.0,138.0,0.0,79.0,0.0,1068.47,2421.17,3408.05,3,3,0,0,1,1,1,1,1,0,2,11,0,0,0,0,0,13,0,0,1,1,1,0.98290426
29,CO,717.9,0.0,717.9,4,10.0,1,4050258,0.0,0.0,0.0,0.0,69.0,0.0,0.0,638.0,717.9,2,2,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,3,0,0,0,0.019416487
53,CO,19203.64,5534.55,11874.54,40,10.0,0,3935501,0.0,59.0,138.0,994.0,574.0,445.0,5763.16,12115.61,12651.94,7,7,0,0,1,1,1,1,1,5,5,0,2,0,1,0,0,13,0,0,1,1,1,0.9572589
19,CO,1172.23,68.19,123.7,41,10.0,1,3937070,0.0,0.0,439.0,0.0,0.0,0.0,1504.15,3960.85,4483.01,4,2,2,0,0,1,0,0,0,3,0,0,0,3,3,0,0,9,0,0,0,0,0,0.053994056
47,CO,4818.08,96.16,2906.08,18,10.0,1,1031448,0.0,318.0,0.0,456.0,743.0,50.0,622.14,4629.61,4629.61,5,1,4,1,1,0,1,1,0,4,0,2,0,2,0,0,0,0,0,8,0,0,1,0.5138423
55,CO,2696.42,358.0,1114.42,5,0.0,1,1910408,0.0,447.0,447.0,447.0,297.0,358.0,358.0,667.42,1114.42,6,5,1,1,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,6,0,0,0,0.13955331
23,CO,1196.0,0.0,1196.0,4,0.0,0,1917612,0.0,0.0,0.0,59.0,0.0,0.0,0.0,1196.0,1196.0,1,1,0,0,0,0,1,1,0,5,0,1,0,1,4,0,0,0,0,11,0,0,0,0.06169518
58,CO,3236.22,1368.94,2276.22,21,8.47,1,1925199,0.0,0.0,480.0,395.0,358.0,0.0,2419.88,5182.39,6405.48,8,8,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,4,1,1,1,0.69652665
51,CO,3992.91,19.13,2583.91,16,9.42,1,1934727,0.0,745.0,0.0,922.0,735.0,0.0,19.13,1838.91,2583.91,6,5,1,0,0,0,0,0,1,0,1,3,0,0,1,0,0,0,0,5,1,1,0,0.32037783
36,CO,4486.35,0.0,2095.35,46,0.0,0,1939771,177.0,0.0,0.0,413.0,483.0,0.0,1663.31,5923.88,7030.88,8,8,0,0,1,1,0,1,1,10,11,12,4,4,8,0,0,0,0,49,1,1,0,0.1692246
40,CO,6284.63,1547.13,3063.13,32,0.0,1,1942145,149.0,0.0,210.0,177.0,0.0,0.0,2325.57,4897.59,5907.09,5,2,3,0,0,1,1,0,1,0,1,0,2,0,2,0,0,0,0,5,1,1,1,0.8278171
59,CO,5317.9,491.64,1538.64,12,10.0,1,1947344,59.0,0.0,148.0,0.0,0.0,0.0,491.64,1049.64,1775.64,4,4,0,1,1,1,1,1,1,4,1,3,0,0,1,0,0,0,0,9,1,1,1,0.9700411
53,CO,4981.12,1118.86,3207.49,31,10.0,1,1947442,0.0,0.0,276.0,59.0,139.0,247.0,1118.86,3207.49,4981.12,4,2,2,0,0,0,0,1,0,2,0,4,2,4,1,0,0,9,0,4,0,0,1,0.93498135
48,CO,9222.52,1788.04,6031.52,34,10.0,1,1947610,0.0,69.0,0.0,590.0,552.0,0.0,2735.35,7534.83,7653.83,4,2,2,0,1,1,1,1,1,2,4,9,1,1,2,0,0,0,0,19,1,1,1,0.97922564
64,CO,5715.41,498.94,1916.53,24,10.0,1,1947710,0.0,0.0,0.0,0.0,0.0,0.0,1021.75,3504.12,3720.12,7,5,2,0,1,1,1,1,1,6,0,3,0,0,2,0,0,3,0,8,1,1,1,0.9478735
40,CO,4257.52,1038.0,2299.0,22,0.0,1,1950284,590.0,0.0,0.0,0.0,219.0,0.0,1038.0,3408.93,3539.45,7,5,2,0,1,1,1,1,1,4,0,1,0,0,2,0,0,2,0,5,1,1,1,0.958919
41,CO,2864.83,1326.0,2864.83,14,10.0,1,1951239,0.0,0.0,0.0,358.0,631.0,0.0,1326.0,3483.06,3483.06,4,2,2,0,0,0,0,1,1,9,4,0,0,0,0,0,0,0,0,13,1,1,1,0.899387
