Age,StateProvinceCode,CustomerLifetimeSpend,Customer1YearSpend,Customer3YearSpend,ThreeYearVisitCount,SkiLoyaltyIndexRating,FrontRangeMarket,CustId,Spend_Winter_2010,Spend_Winter_2011,Spend_Winter_2012,Spend_Winter_2013,Spend_Winter_2014,Spend_Winter_2015,Household1YearSpend,Household3YearSpend,HouseholdLifetimeSpend,NumberOfHouseholdMembers,NumberOfAdults,NumberOfChildren,Pass_Winter_2010,Pass_Winter_2011,Pass_Winter_2012,Pass_Winter_2013,Pass_Winter_2014,Pass_Winter_2015_x,January_15,February_15,March_15,April_15,November_14,December_14,Ski_Resort1_2014_2015,Ski_Resort2_2014_2015,Ski_Resort3_2014_2015,Ski_Resort4_2014_2015,Ski_Resort5_2014_2015,Pass_Winter_2015_y,actual_y,predicted_label,predicted_proba
73,CO,1627.0,499.0,1372.0,10,5.6,1,1203793,0.0,255.0,0.0,0.0,494.0,101.0,499.0,1372.0,1372.0,1,1,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,5,0,0,1,1,1,0.66297853
42,CO,3384.11,975.0,2393.17,24,10.0,1,1211238,0.0,0.0,0.0,258.0,159.0,25.0,975.0,2036.17,3384.11,1,1,0,0,0,1,1,1,1,3,6,0,1,1,3,0,0,14,0,0,1,1,1,0.92980814
45,CO,6452.63,1047.12,2895.63,25,0.0,1,1179310,413.0,207.0,534.0,0.0,0.0,0.0,1106.1,3248.33,4401.33,5,2,3,1,1,1,1,1,1,6,2,2,1,2,1,0,0,0,0,14,1,1,1,0.9672328
80,CO,2110.54,414.51,1204.54,26,0.0,1,1183663,0.0,0.0,0.0,0.0,69.0,0.0,414.51,1204.54,1253.54,1,1,0,0,1,1,1,1,1,4,2,2,0,0,3,0,0,3,0,8,1,1,1,0.984039
41,CO,2610.94,498.94,1145.94,9,10.0,1,1186746,0.0,0.0,0.0,99.0,129.0,0.0,498.94,1046.94,1194.94,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0.66850376
36,CO,1178.64,469.0,917.0,8,10.0,1,1214326,0.0,0.0,0.0,0.0,0.0,0.0,469.0,917.0,917.0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,2,1,1,1,0.8947508
45,CO,1314.33,70.33,807.33,8,0.0,1,1215496,149.0,149.0,149.0,149.0,159.0,0.0,70.33,229.33,867.33,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0.21370211
61,CO,4322.53,789.88,1853.53,21,10.0,1,1215475,295.0,138.0,79.0,236.0,0.0,199.0,789.88,2223.53,2790.53,4,4,0,0,1,1,1,1,1,2,7,5,4,0,0,0,0,0,0,18,1,1,1,0.9696581
52,CO,6055.33,1664.0,3943.33,18,10.0,1,1213638,139.0,138.0,0.0,413.0,335.0,1611.0,1732.39,3322.72,4090.72,2,2,0,1,1,1,1,1,1,2,1,0,3,3,2,0,0,0,0,11,1,1,1,0.97828364
63,CO,3027.8,2359.0,2883.5,12,10.0,0,1214272,0.0,0.0,0.0,0.0,0.0,381.0,2359.0,2883.5,3027.8,6,6,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,3,0,0,1,1,1,0.8413397
59,CO,10462.91,2620.04,5034.91,22,10.0,1,1224453,0.0,0.0,0.0,992.0,1470.0,0.0,2883.16,4306.03,5298.03,2,2,0,1,1,1,0,0,1,1,0,1,0,0,3,0,0,3,0,2,1,1,1,0.7768509
42,CO,965.0,0.0,358.0,2,10.0,1,1224887,0.0,0.0,218.0,179.0,179.0,0.0,0.0,358.0,576.0,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.020036783
55,CO,2027.91,579.0,1432.91,6,8.81,1,1214956,149.0,149.0,297.0,208.0,69.0,0.0,579.0,1283.91,1729.91,1,1,0,0,0,0,0,1,1,2,0,0,2,0,0,0,0,2,0,2,1,1,1,0.8049802
57,CO,2443.0,529.0,1287.0,7,7.62,1,1225990,0.0,0.0,0.0,0.0,0.0,0.0,529.0,1287.0,1336.0,2,2,0,0,1,1,1,1,1,1,1,2,0,0,1,0,0,0,0,5,1,1,1,0.9375646
61,CO,6388.53,409.9,3550.53,22,8.32,1,1219251,0.0,0.0,0.0,0.0,0.0,597.0,427.82,3643.31,3839.31,4,2,2,0,1,1,1,1,1,1,0,2,0,0,0,0,0,2,0,1,1,1,1,0.9226878
55,CO,6387.36,65.0,4172.29,35,8.23,1,1237958,0.0,69.0,0.0,531.0,59.0,0.0,309.89,4761.63,6562.03,6,5,1,0,0,1,0,1,1,1,1,2,1,2,3,0,0,0,0,10,1,1,1,0.57668686
61,CO,2695.0,444.0,1469.0,7,10.0,1,1225997,0.0,0.0,69.0,0.0,207.0,0.0,444.0,1469.0,1937.0,3,3,0,1,1,1,1,1,1,4,6,5,2,1,3,0,0,0,0,21,1,1,1,0.9606311
57,CO,6760.88,1534.78,3308.88,21,10.0,1,1230608,0.0,0.0,0.0,396.0,417.0,522.0,1534.78,4286.66,4484.66,6,4,2,0,1,1,1,1,1,0,3,5,5,0,2,0,0,11,0,4,1,1,1,0.96525407
55,CO,5724.68,469.0,2256.68,41,0.0,1,1231944,59.0,0.0,217.0,236.0,0.0,0.0,524.4,2456.56,3131.56,4,4,0,1,1,1,1,1,1,4,5,2,2,4,5,0,0,0,0,22,1,1,1,0.96615446
32,CO,1289.0,41.0,1216.0,6,9.27,1,1244259,0.0,0.0,0.0,0.0,0.0,0.0,41.0,1216.0,1252.0,3,3,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0.15270591
42,CO,4138.2,1132.0,2554.2,19,9.24,1,1247766,208.0,0.0,0.0,177.0,138.0,0.0,1132.0,2745.2,2794.2,4,2,2,0,1,1,1,1,1,5,1,4,1,2,2,0,0,2,0,13,1,1,1,0.97169083
43,CO,630.22,0.0,372.14,9,9.5,0,1247853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385.39,643.47,2,1,1,0,0,1,1,0,0,1,1,3,0,0,0,0,0,3,0,2,0,0,0,0.05360026
47,CO,3220.7,284.0,364.0,32,4.88,1,1234285,0.0,0.0,0.0,0.0,0.0,0.0,1016.04,2724.37,8158.77,2,2,0,0,1,0,0,1,1,2,4,4,2,1,6,0,0,0,0,19,1,1,0,0.16598183
50,CO,2488.45,798.0,2131.45,12,0.0,1,1236197,357.0,0.0,0.0,159.0,200.0,0.0,798.0,2351.9,2351.9,5,3,2,0,0,0,1,1,0,1,1,2,1,0,2,0,0,2,0,5,0,0,1,0.899855
38,CO,4470.86,1176.23,2754.39,25,8.77,1,1234835,59.0,0.0,0.0,354.0,0.0,0.0,1794.49,3372.65,3421.65,4,2,2,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0.9561091
23,CO,2379.81,0.0,1132.81,3,0.0,1,1238754,0.0,159.0,0.0,0.0,200.0,0.0,0.0,1132.81,1572.81,3,3,0,1,1,1,1,1,0,2,1,0,0,0,1,0,0,0,0,4,0,0,0,0.03516267
37,CO,1507.44,420.0,656.14,7,4.05,1,1248186,0.0,0.0,0.0,0.0,159.0,0.0,919.0,1155.14,1155.14,4,4,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,3,1,1,1,0.74112153
38,CO,666.0,149.0,149.0,1,10.0,0,1250156,0.0,69.0,0.0,99.0,0.0,149.0,0.0,149.0,248.0,4,4,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0.03447001
37,CO,1083.0,0.0,878.0,5,4.96,0,1250343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,878.0,878.0,2,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.048366457
65,CO,6396.0,2417.0,5348.0,34,10.0,1,1252716,0.0,0.0,0.0,169.0,69.0,0.0,2566.24,5699.93,6381.93,3,3,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,3,1,1,1,0.95089763
45,CO,2692.62,603.14,1724.62,8,5.76,1,1243553,0.0,0.0,199.0,159.0,0.0,0.0,603.14,1724.62,1724.62,1,1,0,0,1,0,0,1,1,0,3,1,3,0,2,0,0,0,0,9,1,1,1,0.9259774
50,CO,1651.0,0.0,318.0,2,6.67,1,1243628,257.0,69.0,149.0,159.0,159.0,0.0,0.0,318.0,318.0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.016800772
79,CO,3073.86,487.11,1895.89,21,10.0,0,1253515,50.0,0.0,0.0,0.0,162.75,0.0,930.8,2813.24,3281.24,3,2,1,0,1,1,1,1,1,1,0,4,0,0,2,0,0,1,0,6,1,1,1,0.9838591
35,CO,1311.56,0.0,1193.56,4,0.0,1,1255088,118.0,0.0,0.0,0.0,159.0,179.0,0.0,1206.68,1206.68,4,2,2,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,3,1,1,0,0.029480623
55,CO,2226.21,199.0,1095.0,4,0.0,1,1256106,0.0,0.0,69.0,358.0,219.0,199.0,199.0,1095.0,1191.62,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.041947737
36,CO,1313.68,206.68,395.68,8,10.0,1,1247864,0.0,0.0,0.0,0.0,7.0,179.0,206.68,395.68,395.68,2,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0.12772213
46,CO,14382.87,2067.0,5099.44,51,10.0,1,1248121,377.0,0.0,346.0,472.0,0.0,0.0,2121.27,6350.82,9622.97,5,3,2,0,1,1,1,1,1,3,0,2,0,2,6,0,0,0,0,13,1,1,1,0.9754529
45,CO,3005.46,1616.06,3005.46,9,0.0,1,1250222,0.0,0.0,0.0,0.0,138.0,0.0,1616.06,3048.1,3048.1,4,2,2,0,0,0,0,1,1,1,2,4,0,0,1,0,0,0,0,8,1,1,1,0.9078227
44,CO,4320.85,3166.46,4320.85,20,0.0,1,1250252,0.0,0.0,0.0,118.0,138.0,358.0,3490.5,4644.89,4644.89,6,4,2,0,0,0,1,1,1,3,0,0,0,0,1,0,0,0,0,4,1,1,1,0.9519206
59,CO,3954.57,358.0,2280.0,8,0.0,1,1251231,139.0,149.0,0.0,246.0,179.0,358.0,358.0,2131.0,2280.0,4,4,0,1,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0.26683703
28,CO,1836.0,379.0,1406.0,4,10.0,1,1251883,0.0,0.0,0.0,118.0,0.0,0.0,379.0,1406.0,1406.0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0.46399397
59,CO,2553.76,15.55,1868.76,18,8.85,1,1256988,0.0,0.0,207.0,0.0,0.0,0.0,15.55,1868.76,2124.76,1,1,0,0,1,0,1,1,0,5,2,2,1,1,4,0,0,0,0,15,0,0,1,0.5716496
30,CO,2145.98,710.98,1657.98,17,10.0,1,1261775,0.0,0.0,0.0,0.0,0.0,0.0,1608.98,3477.09,3477.09,3,3,0,0,1,0,0,1,1,2,0,1,0,1,1,0,0,0,0,5,1,1,1,0.92503893
52,CO,2397.66,942.64,2397.66,20,10.0,1,1255158,0.0,0.0,0.0,0.0,138.0,0.0,1016.57,2909.16,2909.16,4,2,2,0,0,0,0,1,1,4,1,1,2,1,3,0,0,0,0,12,1,1,1,0.91762185
30,CO,1684.0,0.0,1039.0,5,10.0,1,1256060,0.0,0.0,0.0,159.0,0.0,0.0,0.0,1039.0,1039.0,3,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.045350496
44,CO,17912.99,2319.53,10645.26,28,10.0,1,1268204,328.0,763.0,0.0,59.0,238.0,0.0,2319.53,13458.76,16825.76,6,5,1,1,1,1,1,1,1,1,5,0,0,2,2,0,0,0,0,10,1,1,1,0.9605811
58,CO,2066.59,490.0,640.59,10,7.29,1,1271480,59.0,0.0,0.0,0.0,0.0,0.0,490.0,640.59,640.59,1,1,0,1,1,1,0,0,1,2,1,0,0,0,1,0,0,3,0,1,1,1,1,0.73207253
53,CO,13157.92,2545.0,5482.92,25,0.0,1,1266354,236.0,0.0,276.0,246.0,0.0,0.0,2589.25,5729.18,7021.18,3,2,1,1,1,1,1,1,1,4,0,0,2,0,2,0,0,0,0,8,1,1,1,0.9778611
47,CO,15713.91,2106.35,6527.57,36,10.0,1,1268485,171.0,400.0,803.0,0.0,138.0,0.0,2149.93,6599.84,7628.05,9,3,6,1,1,1,1,1,1,1,1,3,2,3,4,0,0,0,0,14,1,1,1,0.9734167
40,CO,1866.15,619.0,1072.91,11,10.0,1,1258027,0.0,0.0,199.0,199.0,199.0,0.0,619.0,1072.91,1072.91,2,2,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,2,0,1,1,1,1,0.72738266
62,CO,2028.0,537.0,1033.0,0,0.0,1,1259950,337.0,0.0,0.0,0.0,496.0,537.0,2013.58,2762.89,3500.89,4,4,0,1,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,6,0,0,0,0.40295878
57,CO,3228.49,460.52,1478.49,15,10.0,0,1271854,0.0,414.0,0.0,0.0,0.0,0.0,460.52,2064.29,2113.29,3,3,0,0,1,1,1,1,1,0,2,3,0,0,0,0,0,5,0,0,1,1,1,0.9306574
47,CO,2609.16,525.72,1474.16,17,9.21,1,1274569,198.0,0.0,0.0,0.0,0.0,0.0,994.72,2431.16,2500.16,2,2,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,3,1,1,1,0.9514301
39,CO,1015.77,0.0,0.0,2,10.0,1,1273118,0.0,0.0,158.0,0.0,0.0,0.0,0.0,0.0,996.0,2,2,0,0,0,0,1,0,0,1,1,1,0,0,3,0,0,0,0,6,0,0,0,0.015307908
63,CO,4262.9,577.0,1976.9,9,7.9,1,1274836,506.0,477.0,844.0,298.0,597.0,577.0,994.57,2333.47,3864.47,3,3,0,0,0,1,1,0,0,0,3,0,1,0,0,0,0,2,0,2,0,0,0,0.42441586
45,CO,4046.82,83.14,3672.36,23,9.47,1,1269676,80.0,0.0,0.0,59.0,0.0,0.0,35128.42,37582.64,39077.64,6,3,3,0,0,0,1,1,0,1,3,2,0,0,0,0,0,4,0,2,0,0,0,0.19982906
49,CO,2051.99,31.05,276.99,29,10.0,1,1273121,0.0,69.0,0.0,110.0,0.0,0.0,512.82,689.76,837.76,5,3,2,0,1,1,1,1,0,4,0,1,6,3,2,0,0,0,0,16,0,0,0,0.28982225
12,CO,2224.78,22.3,1174.78,93,10.0,1,1273220,0.0,0.0,55.0,0.0,0.0,0.0,2305.42,6443.52,7070.01,8,4,4,0,0,1,0,0,0,7,8,7,3,2,7,0,0,0,0,34,0,0,0,0.15421514
24,CO,660.16,115.64,660.16,72,0.0,0,1276215,0.0,0.0,0.0,0.0,0.0,25.0,115.64,660.16,660.16,2,2,0,0,0,0,1,0,0,7,3,0,0,0,1,0,0,11,0,0,0,0,0,0.122691065
16,CO,510.14,17.92,35.19,22,4.44,1,1277946,0.0,0.0,0.0,0.0,0.0,0.0,427.82,3643.31,3839.31,4,2,2,1,0,0,0,0,0,2,0,3,0,0,0,0,0,4,0,1,0,0,0,0.06293987
70,CO,4793.56,0.0,629.0,17,0.0,0,1276159,59.0,265.0,0.0,0.0,0.0,0.0,997.88,3551.83,4089.83,3,2,1,1,1,1,0,0,0,6,1,3,1,0,3,0,0,0,0,14,0,0,0,0.042809453
50,CO,2764.52,1814.37,2764.52,18,0.0,1,1283335,0.0,0.0,0.0,0.0,597.0,0.0,1814.37,2767.75,2767.75,4,2,2,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,4,1,1,1,0.8063113
41,CO,3846.53,959.72,2048.53,43,10.0,1,1284171,0.0,0.0,79.0,0.0,0.0,0.0,1775.68,3393.5,3977.5,3,2,1,1,1,1,1,1,1,6,1,4,5,1,2,0,0,0,0,19,1,1,1,0.9679537
54,CO,996.0,996.0,996.0,3,0.0,1,1284235,0.0,0.0,0.0,0.0,0.0,597.0,996.0,1712.0,1712.0,4,3,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,3,1,1,1,0.60053885
35,CO,1869.45,34.45,533.45,17,0.0,1,1281003,0.0,0.0,0.0,59.0,0.0,0.0,1014.45,2897.74,2995.74,2,2,0,0,1,1,0,0,0,0,1,0,0,1,2,0,0,0,0,4,0,0,0,0.105022885
65,CO,598.0,0.0,529.0,7,10.0,1,1290664,0.0,0.0,0.0,0.0,159.0,0.0,0.0,700.16,769.16,3,2,1,0,0,0,1,0,0,1,2,1,1,0,0,0,0,0,0,5,0,0,0,0.0735345
28,CO,2842.0,1207.0,2842.0,6,0.0,0,1298893,0.0,0.0,0.0,0.0,237.0,0.0,1207.0,2842.0,2842.0,1,1,0,0,0,0,1,1,1,16,14,11,4,0,12,0,0,57,0,0,1,1,1,0.935369
60,CO,584.97,0.0,584.97,4,0.0,1,1294057,0.0,0.0,0.0,109.0,0.0,0.0,0.0,584.97,584.97,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.022546686
25,CO,664.85,499.0,595.85,10,7.13,1,1310311,0.0,69.0,0.0,0.0,0.0,0.0,499.0,595.85,595.85,1,1,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,3,0,2,0,0,1,0.8762888
41,CO,4197.19,1049.0,3195.0,6,0.0,0,1325149,0.0,0.0,0.0,0.0,79.0,0.0,1049.0,3195.0,4399.95,2,2,0,0,0,1,1,1,1,3,1,0,0,0,3,0,0,7,0,0,1,1,1,0.92929596
61,CO,4073.0,0.0,2062.0,31,0.0,0,1328904,59.0,759.0,395.0,118.0,366.0,0.0,3470.97,9166.98,11745.84,12,11,1,1,0,0,0,1,0,1,4,4,0,0,3,0,0,0,0,12,0,0,0,0.09878834
39,CO,2815.0,98.0,1749.0,16,0.0,1,1329152,0.0,149.0,149.0,0.0,276.0,995.0,98.0,1787.5,2594.5,4,2,2,0,0,1,0,1,0,2,7,1,1,0,2,0,0,0,0,13,0,0,1,0.5531173
49,CO,3553.01,1471.0,3553.01,35,10.0,1,1334284,0.0,0.0,0.0,0.0,0.0,0.0,1650.23,4187.3,4266.3,10,8,2,0,0,0,1,1,1,2,2,2,1,3,2,0,0,0,0,12,1,1,1,0.9540403
60,CO,2726.0,228.0,933.0,11,8.54,1,1328978,139.0,367.0,79.0,59.0,207.0,179.0,49.0,933.0,1451.0,1,1,0,0,1,1,1,1,0,3,4,4,0,0,0,0,0,0,0,11,0,0,1,0.52876574
54,CO,1870.34,149.0,683.34,8,6.71,1,1319867,0.0,0.0,0.0,0.0,69.0,149.0,149.0,1280.34,1280.34,5,3,2,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,3,0,0,0,0.11717892
66,CO,1550.66,49.0,884.59,29,10.0,1,1336750,0.0,0.0,0.0,0.0,0.0,0.0,9673.88,16978.79,17882.44,9,9,0,0,0,0,0,1,1,6,2,0,0,0,1,0,0,0,0,9,1,1,0,0.18658257
62,CO,3593.78,487.4,1801.32,15,0.0,1,1349133,118.0,483.0,0.0,179.0,690.0,0.0,706.4,2387.75,2472.21,2,2,0,1,1,1,0,1,1,1,0,8,0,1,4,0,0,0,0,14,1,1,1,0.9573144
19,CO,905.67,179.29,280.65,38,0.0,1,1345340,0.0,0.0,110.0,0.0,0.0,0.0,438.22,2117.09,2833.42,7,6,1,0,0,1,0,0,0,3,3,2,0,0,4,0,0,4,0,8,0,0,0,0.17840019
47,CO,2249.41,0.0,836.41,49,10.0,1,1347728,295.0,172.0,158.0,295.0,138.0,0.0,1925.15,6074.13,6900.13,4,2,2,1,1,0,1,0,0,3,5,0,2,3,0,0,0,0,0,13,0,0,0,0.045923527
53,CO,3052.29,469.0,957.0,12,10.0,1,1328855,24.7,0.0,158.0,0.0,0.0,0.0,469.0,957.0,1534.0,4,2,2,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0.9294038
42,CO,2936.48,420.0,1373.48,16,10.0,1,1329005,118.0,69.0,0.0,0.0,0.0,0.0,840.0,2683.33,2979.33,2,2,0,0,1,1,1,1,1,0,1,2,0,0,1,0,0,0,0,4,1,1,1,0.9434556
25,CO,1353.03,0.0,689.03,5,0.0,1,1359919,0.0,276.0,158.0,0.0,207.0,0.0,0.0,689.03,847.03,2,2,0,0,1,0,0,1,0,5,2,2,0,1,5,0,0,0,0,15,0,0,0,0.03321807
44,CO,5644.22,298.0,2392.22,8,9.19,1,1363522,118.0,0.0,0.0,480.0,398.0,298.0,298.0,2392.22,2392.22,6,4,2,1,1,0,0,0,0,0,2,1,0,0,0,0,0,3,0,0,0,0,0,0.122791104
36,CO,1897.02,54.77,1447.02,12,0.0,0,1336744,0.0,0.0,0.0,606.0,0.0,0.0,54.77,1447.02,1457.02,1,1,0,1,1,0,1,0,0,6,7,12,3,0,2,0,0,0,0,30,0,0,0,0.389251
45,CO,7503.16,2959.6,5622.16,30,8.62,1,1352840,0.0,0.0,774.0,0.0,558.0,79.0,2959.6,5985.13,7866.13,5,3,2,0,0,0,1,1,1,3,7,2,0,0,1,0,0,3,0,10,1,1,1,0.9418397
57,CO,7331.64,1513.86,4416.64,32,0.0,1,1362212,118.0,207.0,158.0,236.0,557.0,0.0,1513.86,5000.46,5256.46,3,3,0,0,1,1,1,1,1,5,8,6,4,2,6,0,0,2,0,29,1,1,1,0.98234636
55,CO,7664.91,1713.85,3521.91,22,10.0,1,1363802,0.0,0.0,355.0,0.0,0.0,0.0,1736.78,4639.12,5545.12,6,3,3,0,1,1,0,1,1,1,1,2,0,0,0,0,0,0,0,4,1,1,1,0.96594816
48,CO,1356.0,199.0,598.0,2,10.0,1,1372061,0.0,0.0,0.0,0.0,0.0,199.0,199.0,598.0,598.0,1,1,0,0,0,1,0,1,0,2,1,0,0,0,3,0,0,0,0,6,0,0,0,0.10022179
60,CO,8626.33,0.0,2316.33,5,0.0,1,1372454,177.0,69.0,0.0,0.0,159.0,0.0,0.0,2316.33,2561.75,3,3,0,0,1,1,1,1,0,2,0,0,0,0,2,0,0,0,0,4,0,0,0,0.07099153
55,CO,4949.75,0.0,1435.75,10,6.16,1,1369183,298.0,0.0,0.0,236.0,0.0,0.0,736.0,3122.89,3388.89,5,3,2,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,4,0,0,0,0.13169692
40,CO,5610.06,2280.65,5610.06,20,0.0,1,1372069,0.0,0.0,0.0,0.0,100.0,0.0,2280.65,5610.06,5610.06,4,2,2,0,0,0,0,1,1,5,4,1,0,0,3,0,0,0,0,13,1,1,1,0.9537615
65,CO,1080.0,0.0,300.0,8,1.2,1,1372264,0.0,100.0,100.0,100.0,100.0,0.0,497.0,923.78,1073.78,4,4,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0.04714177
52,CO,2897.27,549.78,1482.27,24,8.24,1,1372412,0.0,69.0,0.0,0.0,0.0,0.0,1048.72,2947.04,3085.04,4,4,0,0,1,1,1,1,1,2,0,1,0,0,0,0,0,2,0,1,1,1,1,0.9335973
36,CO,1676.0,0.0,646.0,11,10.0,1,1372024,531.0,69.0,0.0,177.0,0.0,0.0,718.0,2211.0,2280.0,3,3,0,0,1,0,0,1,0,3,3,4,2,1,4,0,0,0,0,17,0,0,0,0.07707829
59,CO,22912.82,1976.0,16829.82,23,10.0,1,1372513,0.0,0.0,79.0,0.0,0.0,0.0,1982.83,16913.74,18698.74,4,4,0,1,1,1,1,1,1,6,5,1,2,0,1,0,0,3,0,12,1,1,1,0.95966256
62,CO,2485.4,469.0,1162.0,14,9.1,1,1382264,278.0,367.0,149.0,267.0,526.0,0.0,469.0,1162.0,1394.2,3,3,0,1,0,0,0,0,1,2,0,0,1,2,0,0,0,2,0,3,1,1,1,0.5852257
61,CO,3716.14,518.0,1553.0,20,10.0,1,1372798,0.0,0.0,0.0,177.0,0.0,0.0,524.08,2837.08,3108.47,3,3,0,0,1,1,1,1,1,3,0,1,0,0,3,0,0,1,0,6,1,1,1,0.9630431
44,CO,2792.15,145.15,913.15,11,0.0,1,1372966,0.0,0.0,149.0,59.0,0.0,0.0,145.15,1126.68,1713.68,4,2,2,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.28823334
25,CO,451.18,0.0,451.18,21,0.0,1,1382283,0.0,0.0,0.0,0.0,0.0,0.0,929.02,3524.2,3524.2,3,3,0,0,0,0,0,1,0,2,1,0,0,0,1,0,0,3,0,1,0,0,0,0.046617392
46,CO,7934.38,984.09,3368.32,27,0.0,1,1380784,668.22,69.0,0.0,0.0,456.0,595.0,1604.29,4022.18,4338.18,4,2,2,1,1,1,1,1,1,2,5,2,0,0,0,0,0,0,0,9,1,1,1,0.9593144
32,CO,1345.0,0.0,679.0,1,0.0,1,1392225,0.0,134.0,109.0,0.0,200.0,0.0,0.0,679.0,983.0,1,1,0,0,0,0,0,1,0,3,0,3,0,0,0,0,0,2,0,4,0,0,0,0.01957373
59,CO,10382.92,1696.0,4491.92,23,8.99,1,1406396,0.0,0.0,398.0,0.0,0.0,0.0,2784.95,5597.03,6213.03,9,6,3,0,1,1,1,1,1,0,0,2,2,0,4,0,0,4,0,4,1,1,1,0.96625173
45,CO,640.0,0.0,0.0,1,0.0,1,1388538,0.0,0.0,200.0,0.0,0.0,0.0,179.0,179.0,179.0,3,3,0,0,0,1,0,0,0,1,1,2,0,1,1,0,0,0,0,6,0,0,0,0.014980316
60,CO,755.0,0.0,488.0,3,10.0,1,1392897,267.0,0.0,0.0,0.0,69.0,0.0,0.0,488.0,488.0,3,3,0,0,0,0,0,1,0,2,2,1,1,0,2,0,0,0,0,8,0,0,0,0.021279778
62,CO,4525.38,838.27,1380.38,8,0.0,1,1409254,714.0,338.0,596.0,0.0,138.0,0.0,838.27,1380.38,1839.38,3,3,0,0,1,1,0,1,1,1,1,4,0,0,3,0,0,0,0,9,1,1,1,0.9408758
66,CO,3203.22,222.29,1717.22,10,0.0,1,1409458,0.0,0.0,0.0,213.0,69.0,219.0,222.29,2224.22,2224.22,4,2,2,1,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0.3274649
38,CO,3490.32,648.0,1693.0,7,0.0,1,1406288,0.0,0.0,138.0,59.0,138.0,179.0,648.0,1723.22,2240.22,4,3,1,1,1,1,1,1,1,2,1,5,0,0,1,0,0,0,0,9,1,1,1,0.918926
68,CO,2810.48,482.54,905.48,3,10.0,1,1406647,678.0,0.0,0.0,0.0,0.0,0.0,482.54,905.48,905.48,2,2,0,1,1,1,0,1,1,1,1,3,1,0,0,0,0,0,0,6,1,1,1,0.93565214
75,CO,1782.98,1049.41,1477.98,31,0.0,1,1404432,0.0,0.0,0.0,59.0,0.0,54.0,1088.41,2278.06,2597.06,2,2,0,1,0,0,0,0,0,4,4,8,1,0,7,0,0,3,0,21,0,0,1,0.8318282
46,CO,1353.42,0.0,439.0,4,9.0,1,1406116,278.0,298.0,149.0,0.0,0.0,0.0,119.0,911.51,911.51,4,3,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,3,0,0,0,0.013261447
62,CO,2009.87,387.87,1630.87,8,4.6,1,1409246,0.0,0.0,0.0,576.0,138.0,378.0,387.87,1630.87,1630.87,2,2,0,1,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,4,0,0,0,0.49654144
40,CO,4196.35,931.42,2613.42,21,0.0,1,1421622,0.0,298.0,376.7,298.0,0.0,0.0,941.49,1921.41,3322.41,5,3,2,0,1,0,1,1,1,2,3,5,2,0,2,0,0,0,0,14,1,1,1,0.9464262
