Age,City,StateProvinceCode,PostalCode,CustomerLifetimeSpend,Customer1YearSpend,Customer3YearSpend,IsDeleted,ThreeYearVisitCount,SkiAbility,NearestMajorAirportCode,SkiLoyaltyIndexRating,IsWinterGuest,IsSummerGuest,FrontRangeMarket,CustId,Spend_Winter_2010,Spend_Winter_2011,Spend_Winter_2012,Spend_Winter_2013,Spend_Winter_2014,Spend_Winter_2015,Household1YearSpend,Household3YearSpend,HouseholdLifetimeSpend,HouseholdIncome,NumberOfHouseholdMembers,NumberOfAdults,NumberOfChildren,HouseholdCreateDate,Pass_Winter_2010,Pass_Winter_2011,Pass_Winter_2012,Pass_Winter_2013,Pass_Winter_2014,Pass_Winter_2015,January,February,March,April,November,December,Ski_Resort1,Ski_Resort2,Ski_Resort3,Ski_Resort4,Ski_Resort5
24,Boulder,CO,80303,1149.1,577.00,715.00,False,0,NULL,DEN,0.00,True,True,1,1438010,0.00,0.00,0.00,0.00,138.00,69.00,1874.18,3366.97,3532.59,NULL,5,5,0,2015-09-02 11:38:17.000,0,0,0,0,0,1,4,2,3,0,0,1,0,0,0,0,10
57,Littleton,CO,80123,2421.62,49.00,1084.00,False,3,NULL,DEN,0.00,True,True,1,1005090,177.00,0.00,0.00,0.00,626.00,0.00,49.00,1084.00,1084.00,NULL,2,2,0,2016-04-07 05:00:07.000,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,3
28,Denver,CO,80224,2547.91,559.00,1335.90,False,7,NULL,DEN,0.00,True,True,1,1945500,118.00,0.00,0.00,0.00,0.00,0.00,559.00,966.90,1704.90,NULL,2,2,0,2015-09-11 07:00:07.000,1,1,1,1,1,1,0,2,4,1,0,2,0,0,0,0,9
58,Littleton,CO,80127,11971.54,1018.00,11442.65,False,61,NULL,DEN,9.90,True,True,1,1509454,0.00,124.00,158.00,59.00,69.00,0.00,2265.06,13572.58,14078.34,NULL,7,3,4,2015-09-02 11:38:17.000,0,0,0,1,1,1,5,2,7,1,5,7,0,0,0,0,27
28,Fraser,CO,80442,1483,.00,.00,False,1,NULL,DEN,0.00,True,False,0,2142949,590.00,0.00,0.00,0.00,0.00,0.00,0.00,105.54,105.54,NULL,2,2,0,2015-09-02 11:38:17.000,1,0,0,0,0,0,11,11,9,8,6,9,0,0,0,0,54
40,Steamboat Springs,CO,80487,7753.49,2387.36,2709.24,False,63,NULL,DEN,0.00,True,True,0,22847450,0.00,59.00,207.00,0.00,0.00,2374.00,4728.36,6183.78,8999.03,NULL,3,2,1,2016-08-13 03:00:09.000,1,1,1,1,0,0,7,0,1,0,3,3,0,0,0,0,14
54,Tabernash,CO,80478,5989.85,957.43,2853.43,False,14,NULL,DEN,10.00,True,True,0,1077261,118.00,525.00,0.00,0.00,0.00,0.00,969.64,2865.64,2963.64,NULL,2,2,0,2016-05-11 05:00:08.000,0,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,2
47,Denver,CO,80228,6164.68,1521.01,4512.68,False,35,NULL,DEN,0.00,True,True,1,1092598,295.00,262.00,148.00,354.00,0.00,0.00,1647.50,5087.05,6302.05,NULL,4,2,2,2015-09-02 11:38:17.000,1,0,0,0,1,1,8,2,1,0,3,7,0,0,0,0,21
62,Denver,CO,80210,1149.52,.00,118.00,False,18,NULL,DEN,10.00,True,True,1,1597105,59.00,69.00,0.00,118.00,0.00,0.00,997.88,2943.56,3089.84,NULL,3,3,0,2015-09-02 11:38:17.000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
44,Winter Park,CO,80482,857,.00,389.00,False,2,NULL,DEN,0.00,True,True,0,1821653,59.00,0.00,0.00,0.00,0.00,0.00,0.00,389.00,389.00,NULL,1,1,0,2015-09-02 11:38:17.000,1,0,0,0,1,0,0,4,0,0,2,1,0,0,0,0,7
40,Denver,CO,80210,3217,2216.00,2393.00,False,17,NULL,DEN,10.00,True,True,1,2124174,198.00,218.00,398.00,0.00,0.00,0.00,2216.00,2393.00,2791.00,NULL,4,2,2,2015-12-13 05:00:08.000,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2
31,Boulder,CO,80305,0,.00,.00,False,10,NULL,DEN,0.00,True,True,1,1130325,0.00,0.00,0.00,0.00,0.00,0.00,170.75,1248.75,1248.75,NULL,4,4,0,2015-09-02 11:38:17.000,1,0,0,0,0,0,2,0,1,0,1,2,0,0,0,0,6
45,Boulder,CO,80301,3661,2058.00,3542.00,False,12,NULL,DEN,10.00,True,True,1,1772917,170.00,0.00,0.00,0.00,0.00,0.00,2058.00,3542.00,3542.00,NULL,5,3,2,2016-04-06 05:00:08.000,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
62,Longmont,CO,80503,3328.24,502.24,1567.24,False,18,NULL,DEN,10.00,True,True,1,1137879,177.00,0.00,199.00,0.00,207.00,0.00,971.24,2953.24,3250.24,NULL,2,2,0,2015-09-02 11:38:17.000,0,1,1,1,1,1,0,0,0,0,0,2,0,0,0,0,2
39,Fort Collins,CO,80521,1741,179.00,576.00,False,7,NULL,DEN,0.00,True,True,1,1001755,198.00,0.00,149.00,218.00,0.00,358.00,277.00,992.00,992.00,NULL,4,2,2,2015-09-02 11:38:17.000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
77,Windsor,CO,80550,10197.31,1586.00,4804.31,False,16,NULL,DEN,0.00,True,True,1,1106123,236.00,508.00,598.00,354.00,0.00,0.00,1586.00,4804.31,6684.31,NULL,1,1,0,2015-09-02 11:38:17.000,1,1,1,1,1,1,2,11,24,10,1,3,0,0,0,0,51
55,Lafayette,CO,80026,3239.61,971.13,1893.61,False,25,NULL,DEN,10.00,True,True,1,1130700,0.00,0.00,0.00,0.00,0.00,0.00,2020.88,3926.61,4092.23,NULL,2,2,0,2015-09-02 11:38:17.000,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1
41,Denver,CO,80203,2463,199.00,1118.00,False,5,NULL,DEN,10.00,True,True,1,1987641,59.00,0.00,0.00,0.00,0.00,199.00,199.00,1118.00,1167.00,NULL,2,2,0,2015-09-02 11:38:17.000,0,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,2
52,Winter Park,CO,80482,859.25,.00,.00,False,0,NULL,DEN,10.00,True,True,0,1706385,354.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,1,1,0,2015-09-02 11:38:17.000,1,0,0,0,0,0,9,8,21,9,1,3,0,0,0,0,51
58,Evergreen,CO,80439,4239,397.00,2154.00,False,9,NULL,DEN,0.00,True,True,1,1405338,0.00,0.00,0.00,0.00,0.00,199.00,397.00,2421.10,2421.10,NULL,3,3,0,2015-09-02 11:38:17.000,1,1,1,1,1,0,3,1,0,0,0,3,0,0,0,0,7
51,Boulder,CO,80304,5782.73,1804.96,3838.73,False,13,NULL,DEN,10.00,True,True,1,1393765,0.00,0.00,398.00,1044.00,636.00,0.00,1804.96,2794.73,4114.73,NULL,4,2,2,2015-09-02 11:38:17.000,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,2
33,Denver,CO,80212,2233,938.00,2174.00,False,11,NULL,DEN,0.00,True,True,1,1283011,59.00,0.00,0.00,0.00,0.00,0.00,1050.27,2286.27,2286.27,NULL,5,3,2,2015-09-02 11:38:17.000,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,3
55,Golden,CO,80401,3411.87,1591.05,2643.97,False,54,NULL,DEN,10.00,True,True,1,2006427,118.00,138.00,335.00,59.00,828.00,0.00,3010.72,7509.62,8589.25,NULL,5,4,1,2015-09-02 11:38:17.000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
29,Louviers,CO,80131,924.46,.00,.00,False,0,NULL,DEN,10.00,True,True,1,1262101,0.00,69.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,3,3,0,2015-09-02 11:38:17.000,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
32,Denver,CO,80205,478,.00,.00,False,2,NULL,DEN,10.00,True,True,1,1448329,59.00,0.00,0.00,0.00,0.00,0.00,0.00,529.00,766.00,NULL,2,2,0,2015-09-18 07:00:05.000,1,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,4
38,Lyons,CO,80540,957,.00,.00,False,7,NULL,DEN,10.00,True,True,1,1131802,0.00,69.00,0.00,0.00,0.00,0.00,998.00,3113.00,3113.00,NULL,2,2,0,2015-09-02 11:38:17.000,1,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,3
57,Golden,CO,80401,7752.34,179.00,1936.00,False,88,NULL,DEN,6.27,True,True,1,2158309,295.00,980.00,316.00,0.00,567.00,179.00,1001.62,8706.78,10090.25,NULL,4,2,2,2016-06-30 03:00:07.000,0,1,1,1,0,0,7,3,4,0,0,7,0,0,0,0,21
58,Littleton,CO,80127,1613,.00,.00,False,0,NULL,DEN,10.00,True,True,1,1756993,476.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,424.00,NULL,7,7,0,2016-03-12 05:00:08.000,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3
44,Littleton,CO,80129,4133.72,402.55,2384.72,False,22,NULL,DEN,10.00,True,True,1,2153872,417.00,447.00,516.00,149.00,159.00,0.00,432.55,2977.25,3992.58,NULL,5,3,2,2015-09-02 11:38:17.000,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,3
46,Evergreen,CO,80439,15357.03,2370.43,7377.03,False,85,NULL,DEN,9.09,True,True,1,1139067,454.00,138.00,395.00,149.00,345.00,0.00,2370.43,7381.95,8806.95,NULL,8,3,5,2015-09-02 11:38:17.000,1,1,1,1,1,1,0,0,1,2,0,2,0,0,0,0,5
52,Denver,CO,80238,674.18,579.00,595.18,False,7,NULL,DEN,0.00,True,True,1,1644533,0.00,0.00,79.00,0.00,0.00,0.00,579.00,595.18,674.18,NULL,3,1,2,2015-10-13 05:00:05.000,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2
52,Englewood,CO,80111,2449,358.00,994.00,False,8,NULL,DEN,0.00,True,True,1,1689734,0.00,0.00,159.00,318.00,318.00,358.00,358.00,1383.24,1700.24,NULL,7,6,1,2015-10-15 05:00:05.000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
48,Evergreen,CO,80439,1682,.00,318.00,False,2,NULL,DEN,10.00,False,True,1,1143827,0.00,149.00,149.00,149.00,169.00,0.00,0.00,169.00,318.00,NULL,2,1,1,2015-09-02 11:38:17.000,1,1,1,0,0,0,0,1,0,2,1,1,0,0,0,0,5
77,Denver,CO,80210,3300,.00,159.00,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7419559,344.00,0.00,0.00,159.00,0.00,0.00,0.00,159.00,3300.00,NULL,1,0,1,2015-09-16 07:15:00.000,0,1,1,0,0,0,4,1,1,0,0,2,0,0,0,0,8
58,Parker,CO,80134,7471,1157.00,3471.00,False,12,NULL,DEN,10.00,True,False,1,1405647,0.00,69.00,0.00,0.00,0.00,199.00,1157.00,4267.93,5764.93,NULL,4,4,0,2015-12-08 05:00:06.000,1,1,1,1,1,1,2,2,1,0,0,3,0,0,0,0,8
51,Littleton,CO,80123,3989.24,.00,1120.24,False,15,NULL,DEN,10.00,True,True,1,1369188,50.00,0.00,0.00,177.00,0.00,0.00,46.00,1173.54,1173.54,NULL,3,3,0,2015-09-02 11:38:17.000,1,0,1,1,0,0,6,3,6,7,2,8,0,0,0,0,32
43,Denver,CO,80230,8181.98,1200.31,4743.21,False,36,NULL,DEN,0.00,True,True,1,1733627,59.00,684.00,100.00,0.00,690.00,252.00,1436.30,5419.26,6843.86,NULL,8,4,4,2016-02-23 05:00:05.000,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1
65,Arvada,CO,80005,4306.41,835.03,3008.41,False,27,NULL,DEN,0.00,True,True,1,1130866,0.00,10.00,50.00,244.00,50.00,144.00,835.03,3008.41,3118.41,NULL,1,1,0,2015-09-02 11:38:17.000,0,1,0,0,0,0,4,2,3,2,0,0,0,0,0,0,11
66,Bellvue,CO,80512,6474,1100.00,3154.00,False,12,NULL,DEN,0.00,True,True,1,2077705,0.00,69.00,79.00,149.00,159.00,179.00,1108.24,3173.96,4239.96,NULL,3,3,0,2015-09-02 11:38:17.000,1,1,1,1,1,1,5,5,6,3,0,9,0,0,0,0,28
62,Westminster,CO,80031,6650.36,726.74,3204.56,False,8,NULL,DEN,0.00,True,True,1,1759990,59.00,0.00,158.00,0.00,636.00,716.00,726.74,3495.42,4443.42,NULL,5,5,0,2015-09-02 11:38:17.000,0,1,1,1,0,0,4,0,1,0,0,5,0,0,0,0,10
61,Fraser,CO,80442,5576,.00,2288.00,False,10,NULL,DEN,10.00,True,True,0,1723674,236.00,0.00,0.00,472.00,0.00,0.00,0.00,2288.00,3126.00,NULL,2,2,0,2015-09-02 11:38:17.000,0,1,1,1,1,1,0,0,0,4,0,0,0,0,0,0,4
30,Littleton,CO,80123,1752,.00,129.00,False,39,NULL,DEN,10.00,True,True,1,1802217,177.00,69.00,0.00,0.00,129.00,0.00,2804.94,7331.61,8169.61,NULL,7,7,0,2016-08-22 03:00:08.000,0,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0,3
63,Winter Park,CO,80482,2590.38,.00,1120.38,False,11,NULL,DEN,10.00,True,True,0,1892699,0.00,0.00,553.00,236.00,0.00,0.00,0.00,1120.38,1722.38,NULL,1,1,0,2015-09-02 11:38:17.000,0,1,1,1,1,0,7,3,5,1,2,4,0,0,0,0,22
42,Castle Rock,CO,80108,2312.71,.00,1750.71,False,7,NULL,DEN,10.00,True,True,1,1482859,562.00,0.00,0.00,0.00,0.00,0.00,0.00,1750.71,1750.71,NULL,2,2,0,2015-09-02 11:38:17.000,0,0,0,1,1,0,1,6,0,0,0,0,0,0,0,0,7
79,Denver,CO,80210,1803.15,186.03,198.15,False,5,NULL,DEN,7.02,True,True,1,1746863,0.00,0.00,0.00,0.00,0.00,179.00,186.03,198.15,527.15,NULL,1,1,0,2015-09-02 11:38:17.000,1,1,1,1,0,0,1,0,0,2,0,3,0,0,0,0,6
43,Arvada,CO,80007,7643.86,3502.85,5162.86,False,9,NULL,DEN,10.00,True,True,1,1407794,30.00,0.00,79.00,0.00,0.00,0.00,3565.71,5315.14,5394.14,NULL,6,2,4,2015-09-02 11:38:17.000,1,0,0,1,0,1,0,1,0,0,3,1,0,0,0,0,5
63,Niwot,CO,80503,22147.33,5.00,1003.00,False,0,NULL,DEN,6.57,True,True,1,1225905,59.00,0.00,0.00,0.00,0.00,0.00,2535.00,9844.88,13461.80,NULL,5,5,0,2016-04-05 05:00:06.000,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
29,Denver,CO,80234,564.58,.00,134.58,False,2,NULL,DEN,10.00,True,False,1,2132796,0.00,0.00,0.00,0.00,0.00,0.00,0.00,134.58,134.58,NULL,3,3,0,2015-09-02 11:38:17.000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
59,Broomfield,CO,80021,894.94,580.00,675.91,False,14,NULL,DEN,10.00,True,False,1,1177026,100.00,0.00,0.00,0.00,0.00,0.00,580.00,755.47,755.47,NULL,6,5,1,2015-09-02 11:38:17.000,0,0,0,0,1,1,5,1,3,0,0,6,0,0,0,0,15
34,Boulder,CO,80303,2975,.00,1316.00,False,6,NULL,DEN,7.02,True,True,1,1841925,298.00,598.00,796.00,438.00,0.00,0.00,0.00,1316.00,1824.00,NULL,3,3,0,2015-09-02 11:38:17.000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
47,Louisville,CO,80027,991,.00,799.00,False,4,NULL,DEN,7.13,True,True,1,2112833,0.00,0.00,0.00,59.00,0.00,0.00,0.00,799.00,897.00,NULL,4,3,1,2015-09-02 11:38:17.000,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2
11,Evergreen,CO,80439,455.09,.00,11.05,False,16,NULL,DEN,10.00,True,True,1,2018166,5.00,10.24,0.00,0.00,0.00,0.00,2345.53,4172.54,4172.54,NULL,4,1,3,2015-09-02 11:38:17.000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
40,Boulder,CO,80303,479,.00,.00,False,0,NULL,DEN,0.00,True,True,1,1889078,59.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,2,2,0,2015-09-02 11:38:17.000,1,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,6
35,Denver,CO,80210,4693.47,499.00,2144.00,False,11,NULL,DEN,10.00,True,True,1,1719455,326.00,0.00,0.00,118.00,0.00,0.00,499.00,2405.10,2405.10,NULL,3,3,0,2015-09-02 11:38:17.000,1,1,1,1,1,1,4,0,1,0,0,0,0,0,0,0,5
65,Broomfield,CO,80023,2077,987.00,1602.00,False,8,NULL,DEN,10.00,True,True,1,5145129,475.00,0.00,0.00,0.00,615.00,179.00,757.00,2057.00,2057.00,NULL,5,5,0,2015-09-02 11:38:17.000,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,3
31,Fort Collins,CO,80526,2587.42,9.00,1978.42,False,17,NULL,DEN,10.00,True,True,1,1984910,0.00,0.00,169.00,200.00,100.00,0.00,208.00,3319.33,3388.33,NULL,2,2,0,2015-09-02 11:38:17.000,0,0,1,1,1,1,0,3,2,1,1,2,0,0,0,0,9
52,Winter Park,CO,80482,7418.79,1908.46,3449.47,False,35,NULL,DEN,0.00,True,True,0,1435654,342.00,0.00,150.00,0.00,0.00,0.00,3578.16,5404.80,5583.41,NULL,7,7,0,2016-08-15 03:00:08.000,1,1,1,0,0,1,2,1,5,1,2,4,0,0,0,0,15
22,Castle Rock,CO,80104,1811.31,.00,.00,False,0,NULL,DEN,0.00,True,True,1,1954465,59.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,2,2,0,2015-09-02 11:38:17.000,1,0,0,0,0,0,4,4,5,0,3,3,0,0,0,0,19
47,Greenwood Village,CO,80111,7858.14,1536.15,4756.14,False,21,NULL,DEN,0.00,True,True,1,1194633,283.00,0.00,0.00,86.94,345.00,0.00,1890.78,5228.77,6198.28,NULL,7,6,1,2016-08-28 03:00:09.000,1,1,1,0,1,1,2,6,1,0,1,2,0,0,0,0,12
50,Fort Collins,CO,80521,7607.96,1175.00,4913.96,False,17,NULL,DEN,8.65,True,True,1,1201603,506.00,1372.00,597.00,0.00,0.00,796.00,1175.00,4944.12,6191.34,NULL,4,3,1,2015-09-02 11:38:17.000,1,0,0,1,1,1,0,1,0,0,0,4,0,0,0,0,5
56,Fort Collins,CO,80521,3127.72,.00,797.00,False,6,NULL,DEN,0.00,True,True,1,22848818,59.00,519.00,129.00,99.00,0.00,169.00,0.00,698.00,1055.00,NULL,5,5,0,2016-08-13 03:00:09.000,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
56,Englewood,CO,80111,18267.07,1842.39,8049.98,False,58,NULL,DEN,9.48,True,True,1,1703113,230.00,193.00,272.00,257.00,276.00,79.00,1883.77,8056.18,10916.90,NULL,5,4,1,2015-09-02 11:38:17.000,1,1,1,1,1,1,0,3,0,0,0,0,0,0,0,0,3
28,Steamboat Springs,CO,80487,5337.72,1148.00,3741.80,False,38,NULL,DEN,0.00,True,True,0,2162262,59.00,0.00,138.00,316.00,0.00,0.00,2451.58,7989.02,9459.96,NULL,5,4,1,2015-09-02 11:38:17.000,1,0,1,1,1,1,6,1,0,0,0,1,0,0,0,0,8
26,Fort Collins,CO,80526,2766.9,488.90,1609.90,False,11,NULL,DEN,0.00,True,True,1,1453327,149.00,0.00,100.00,515.00,207.00,0.00,488.90,1609.90,2068.90,NULL,4,4,0,2015-09-02 11:38:17.000,1,1,1,0,1,1,1,0,0,0,2,0,0,0,0,0,3
32,Aurora,CO,80014,2424.74,507.00,1647.74,False,13,NULL,DEN,10.00,True,True,1,2130901,0.00,0.00,0.00,0.00,0.00,199.00,507.00,1955.74,2024.74,NULL,1,1,0,2015-09-02 11:38:17.000,1,1,0,1,1,0,0,3,0,0,0,0,0,0,0,0,3
60,Denver,CO,80220,8152.68,1008.67,3737.98,False,20,NULL,DEN,10.00,True,True,1,1272749,149.00,414.00,138.00,0.00,0.00,0.00,1042.42,4167.16,4458.76,NULL,6,6,0,2015-09-02 11:38:17.000,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1
40,Boulder,CO,80303,1693.26,457.26,1544.26,False,20,NULL,DEN,10.00,True,True,1,1742721,149.00,0.00,0.00,0.00,0.00,0.00,1989.46,3713.46,3713.46,NULL,2,2,0,2016-04-15 05:00:07.000,0,0,0,1,1,1,1,1,0,0,0,2,0,0,0,0,4
25,Evergreen,CO,80439,2157.42,398.00,1253.00,False,20,NULL,DEN,0.00,True,True,1,1622432,118.00,138.00,298.00,318.00,537.00,0.00,2144.00,3845.29,3983.29,NULL,5,5,0,2016-08-23 03:00:11.000,0,0,0,1,0,0,2,0,2,0,1,5,0,0,0,0,10
37,Denver,CO,80219,962.34,.00,465.34,False,4,NULL,DEN,10.00,True,True,1,1549491,199.00,298.00,0.00,0.00,0.00,0.00,0.00,938.23,938.23,NULL,2,2,0,2015-09-02 11:38:17.000,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2
44,Denver,CO,80241,1833.76,.00,.00,False,0,NULL,DEN,10.00,True,True,1,1628884,59.00,69.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,6,4,2,2015-09-02 11:38:17.000,1,1,0,0,0,0,1,1,0,2,3,3,0,0,0,0,10
52,Lakewood,CO,80214,1633.41,.00,.00,False,0,NULL,DEN,0.00,True,True,1,1470977,146.00,138.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,1,1,0,2015-09-02 11:38:17.000,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
50,Fort Collins,CO,80528,20430.79,305.61,5458.21,False,27,NULL,DEN,0.00,True,True,1,1350313,702.00,323.00,79.00,177.00,435.00,358.00,547.27,6338.39,9282.55,NULL,10,8,2,2015-09-02 11:38:17.000,0,1,1,1,1,1,1,1,7,0,0,1,0,0,0,0,10
52,Fort Collins,CO,80521,2344.8,528.94,1386.94,False,3,NULL,DEN,0.00,True,True,1,22848675,149.00,447.00,0.00,0.00,0.00,0.00,528.94,1386.94,1386.94,NULL,4,2,2,2016-08-13 03:00:09.000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
62,Arvada,CO,80002,6397.39,952.70,3945.39,False,38,NULL,DEN,10.00,True,True,1,1246675,531.00,0.00,316.00,274.00,138.00,348.00,1571.55,4568.21,4933.21,NULL,4,3,1,2015-09-02 11:38:17.000,0,1,1,1,1,1,0,3,1,0,0,5,0,0,0,0,9
42,Evergreen,CO,80439,2790.39,654.94,1723.68,False,10,NULL,DEN,6.51,True,True,1,1988391,338.00,169.00,0.00,0.00,138.00,0.00,883.94,2416.18,2485.18,NULL,3,3,0,2015-09-02 11:38:17.000,0,0,0,1,1,1,2,3,0,0,0,0,0,0,0,0,5
54,Tabernash,CO,80478,3696,.00,.00,False,4,NULL,DEN,0.00,True,True,0,1947638,236.00,0.00,0.00,0.00,0.00,0.00,0.00,1202.13,1202.13,NULL,6,3,3,2015-09-02 11:38:17.000,1,0,0,0,0,0,3,5,3,2,4,2,0,0,0,0,19
25,Denver,CO,80218,1144,184.00,868.00,False,6,NULL,DEN,0.00,True,True,1,1453184,118.00,0.00,158.00,0.00,0.00,0.00,184.00,1052.00,1210.00,NULL,1,1,0,2015-09-02 11:38:17.000,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,2
49,Louisville,CO,80027,2403.41,145.00,853.18,False,10,NULL,DEN,0.00,True,True,1,1541353,118.00,0.00,0.00,0.00,0.00,0.00,729.00,2245.18,3866.41,NULL,3,3,0,2015-11-19 05:00:07.000,1,1,1,1,1,1,0,1,5,1,0,0,0,0,0,0,7
47,Lakewood,CO,80228,926,429.00,777.00,False,3,NULL,DEN,0.00,True,True,1,1483291,149.00,0.00,0.00,169.00,179.00,0.00,429.00,777.00,777.00,NULL,1,1,0,2015-09-02 11:38:17.000,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2
54,Golden,CO,80401,6630.68,1002.00,3138.68,False,13,NULL,DEN,10.00,True,True,1,1798012,0.00,0.00,0.00,0.00,69.00,0.00,1002.00,3374.68,4212.68,NULL,2,2,0,2015-09-02 11:38:17.000,1,1,1,1,1,1,2,3,1,0,1,4,0,0,0,0,11
65,Castle Rock,CO,80104,3948,856.00,2319.00,False,17,NULL,DEN,10.00,True,True,1,1970343,0.00,69.00,0.00,118.00,69.00,0.00,862.02,2541.12,3099.12,NULL,3,2,1,2015-09-02 11:38:17.000,1,1,1,1,1,1,3,5,4,1,4,7,0,0,0,0,24
29,Englewood,CO,80112,2940,.00,879.00,False,5,NULL,DEN,10.00,True,True,1,1638828,336.00,0.00,0.00,0.00,0.00,0.00,0.00,879.00,928.00,NULL,1,1,0,2015-09-02 11:38:17.000,1,1,1,1,1,0,0,4,1,0,0,0,0,0,0,0,5
68,Boulder,CO,80304,5835.42,.00,2860.00,False,18,NULL,DEN,10.00,True,True,1,1509474,50.00,207.00,183.00,295.00,138.00,0.00,0.00,2869.39,3708.39,NULL,3,3,0,2015-09-02 11:38:17.000,0,1,1,1,1,1,4,2,4,11,2,2,0,0,0,0,25
58,Englewood,CO,80113,2094,.00,.00,False,0,NULL,DEN,0.00,True,True,1,1021904,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,3,2,1,2015-09-02 11:38:17.000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
40,Boulder,CO,80302,1397,.00,.00,False,0,NULL,DEN,0.00,True,True,1,1059379,59.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00,138.00,NULL,2,2,0,2016-06-04 03:00:07.000,0,1,1,0,0,0,1,1,0,1,0,4,0,0,0,0,7
67,Louisville,CO,80027,4615.92,637.82,1473.82,False,7,NULL,DEN,0.00,True,True,1,22849697,0.00,870.00,79.00,513.00,358.00,597.00,637.82,1473.82,1552.82,NULL,2,2,0,2016-08-13 03:00:09.000,1,1,1,1,1,0,2,2,0,2,0,1,0,0,0,0,7
39,Denver,CO,80207,1592.78,429.00,1175.78,False,10,NULL,DEN,6.70,True,True,1,1033929,139.00,0.00,149.00,0.00,276.00,0.00,429.00,1175.78,1175.78,NULL,3,1,2,2015-09-02 11:38:17.000,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
44,Denver,CO,80205,6812.53,2510.00,4440.42,False,17,NULL,DEN,5.62,True,True,1,1238019,0.00,0.00,0.00,0.00,0.00,0.00,3737.00,5667.42,5781.73,NULL,4,4,0,2015-10-19 05:00:06.000,1,1,1,1,1,1,2,0,0,1,0,1,0,0,0,0,4
59,Littleton,CO,80126,1140,.00,357.00,False,2,NULL,DEN,2.33,True,True,1,1220707,475.00,207.00,0.00,357.00,0.00,0.00,0.00,357.00,498.00,NULL,4,4,0,2015-09-02 11:38:17.000,1,0,0,0,0,0,1,2,2,0,2,2,0,0,0,0,9
38,Brighton,CO,80601,2527.16,1014.16,1941.16,False,15,NULL,DEN,10.00,True,True,1,1753349,118.00,0.00,0.00,0.00,69.00,0.00,1014.16,1941.16,1990.16,NULL,2,2,0,2015-09-02 11:38:17.000,0,0,1,1,1,1,0,1,2,2,0,2,0,0,0,0,7
46,Thornton,CO,80241,1722,.00,.00,False,26,NULL,DEN,0.00,True,True,1,2020917,1353.00,0.00,0.00,0.00,0.00,0.00,1634.42,3858.43,4523.43,NULL,7,4,3,2015-09-02 11:38:17.000,0,1,0,0,0,0,1,0,4,1,3,18,0,0,0,0,27
