Age,City,StateProvinceCode,PostalCode,CustomerLifetimeSpend,Customer1YearSpend,Customer3YearSpend,IsDeleted,ThreeYearVisitCount,SkiAbility,NearestMajorAirportCode,SkiLoyaltyIndexRating,IsWinterGuest,IsSummerGuest,FrontRangeMarket,CustId,Spend_Winter_2010,Spend_Winter_2011,Spend_Winter_2012,Spend_Winter_2013,Spend_Winter_2014,Spend_Winter_2015,Household1YearSpend,Household3YearSpend,HouseholdLifetimeSpend,HouseholdIncome,NumberOfHouseholdMembers,NumberOfAdults,NumberOfChildren,HouseholdCreateDate,Pass_Winter_2010,Pass_Winter_2011,Pass_Winter_2012,Pass_Winter_2013,Pass_Winter_2014,Pass_Winter_2015,January,February,March,April,November,December,Ski_Resort1,Ski_Resort2,Ski_Resort3,Ski_Resort4,Ski_Resort5
49,Evergreen,CO,80439,4412,.00,2485.00,False,5,NULL,DEN,6.54,True,True,1,1629194,236.00,0.00,496.00,0.00,69.00,0.00,0.00,2485.00,3128.00,NULL,5,3,2,2015-09-02 11:38:17.000,1,1,0,1,1,0,0,0,2,2,0,0,0,0,0,0,4
41,Denver,CO,80209,2326,.00,1577.00,False,4,NULL,DEN,10.00,True,True,1,1199869,149.00,0.00,149.00,0.00,0.00,0.00,0.00,1577.00,1611.00,NULL,2,2,0,2015-09-02 11:38:17.000,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,3
66,Winter Park,CO,80482,798.91,.00,429.91,False,16,NULL,DEN,0.00,True,True,0,1984971,0.00,0.00,0.00,354.00,69.00,0.00,1257.00,2770.91,2929.91,NULL,3,3,0,2015-09-02 11:38:17.000,1,0,0,0,0,0,4,8,5,8,3,3,0,0,0,0,31
28,Boulder,CO,80302,274,.00,.00,False,0,NULL,DEN,0.00,True,True,1,1760423,59.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,3,3,0,2015-09-02 11:38:17.000,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
49,Denver,CO,80211,4221.43,687.99,1400.63,False,43,NULL,DEN,10.00,True,True,1,1752116,118.00,0.00,147.68,0.00,138.00,302.00,3303.31,9316.29,12390.72,NULL,4,2,2,2015-10-09 05:00:04.000,1,1,1,0,1,0,1,0,0,0,1,6,0,0,0,0,8
45,Denver,CO,80209,1245,.00,560.00,False,6,NULL,DEN,10.00,True,True,1,2123485,0.00,0.00,0.00,100.00,0.00,0.00,0.00,650.00,905.00,NULL,2,1,1,2015-09-02 11:38:17.000,1,0,1,1,0,0,2,2,3,1,1,1,0,0,0,0,10
31,Lakewood,CO,80232,9046.31,.00,7679.31,False,12,NULL,DEN,7.88,True,True,1,1259116,0.00,69.00,0.00,118.00,248.00,0.00,0.00,7679.31,8138.31,NULL,1,1,0,2015-09-02 11:38:17.000,1,1,1,1,0,0,1,3,1,0,0,1,0,0,0,0,6
72,Littleton,CO,80122,2880.48,330.00,1515.48,False,12,NULL,DEN,8.73,True,True,1,1748939,59.00,0.00,0.00,0.00,276.00,0.00,330.00,1515.48,1581.05,NULL,2,1,1,2015-09-02 11:38:17.000,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1
32,Fort Collins,CO,80525,1382,.00,1018.00,False,4,NULL,DEN,8.29,True,True,1,1509300,149.00,0.00,0.00,0.00,0.00,0.00,0.00,1018.00,1018.00,NULL,1,1,0,2015-09-02 11:38:17.000,1,0,0,0,1,0,1,0,2,0,0,1,0,0,0,0,4
44,Littleton,CO,80122,3948.68,760.29,2488.70,False,28,NULL,DEN,10.00,True,True,1,2110664,165.00,0.00,298.00,0.00,129.00,179.00,1506.53,3351.45,3449.45,NULL,4,2,2,2015-09-02 11:38:17.000,1,0,1,1,1,1,0,4,3,2,1,0,0,0,0,0,10
43,Denver,CO,80228,4182.93,940.00,2440.93,False,14,NULL,DEN,0.00,True,True,1,2130870,59.00,69.00,138.00,59.00,69.00,0.00,940.00,2440.93,2627.93,NULL,1,1,0,2016-04-07 05:00:07.000,1,1,1,1,1,1,12,4,10,1,5,19,0,0,0,0,51
68,Littleton,CO,80127,2037.85,.00,307.83,False,2,NULL,DEN,10.00,True,True,1,2126542,278.00,298.00,0.00,59.00,0.00,0.00,0.00,307.83,307.83,NULL,2,2,0,2015-09-02 11:38:17.000,0,0,1,1,0,0,1,2,2,0,0,0,0,0,0,0,5
41,Broomfield,CO,80023,4224.32,420.00,2087.00,False,10,NULL,DEN,0.00,True,True,1,1301798,59.00,40.00,0.00,0.00,0.00,0.00,420.00,2087.00,2185.00,NULL,4,4,0,2015-09-02 11:38:17.000,0,1,1,1,1,1,0,5,0,0,0,1,0,0,0,0,6
61,Sterling,CO,80751,8791.94,914.99,5088.94,False,26,NULL,DEN,10.00,True,True,0,1294161,590.00,679.00,454.00,295.00,207.00,0.00,914.99,5876.94,7022.94,NULL,9,5,4,2015-09-02 11:38:17.000,0,1,1,1,1,1,3,7,0,0,1,0,0,0,0,0,11
89,Denver,CO,80227,3969.77,649.00,2204.18,False,19,NULL,DEN,0.00,True,True,1,1028783,177.00,69.00,365.00,19.00,621.00,0.00,649.00,2204.18,2569.18,NULL,2,2,0,2015-09-02 11:38:17.000,1,1,1,1,1,1,3,10,6,1,0,2,0,0,0,0,22
51,Littleton,CO,80123,7764.34,1217.00,5097.00,False,36,NULL,DEN,6.35,True,True,1,1045096,631.00,0.00,0.00,305.00,503.00,0.00,1370.05,7809.16,8722.17,NULL,5,4,1,2015-09-02 11:38:17.000,0,0,0,1,1,1,1,5,1,0,0,0,0,0,0,0,7
55,Colorado Springs,CO,80919,8182.2,946.00,3430.20,False,11,NULL,DEN,0.00,True,True,0,1707562,1188.00,814.00,447.00,1014.00,318.00,537.00,2248.08,4968.28,5203.28,NULL,6,6,0,2016-05-25 05:00:05.000,1,1,1,1,1,1,2,3,6,1,3,3,0,0,0,0,18
56,Denver,CO,80220,3123,469.00,1541.00,False,23,NULL,DEN,10.00,True,True,1,1506326,118.00,0.00,158.00,0.00,69.00,0.00,1122.13,2564.13,2919.13,NULL,3,2,1,2015-09-23 07:00:05.000,0,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,2
39,Westminster,CO,80031,1826.85,149.00,503.00,False,10,NULL,DEN,0.00,True,True,1,22846340,59.00,138.00,79.00,413.00,0.00,149.00,149.00,2598.77,2756.34,NULL,11,9,2,2015-09-02 11:38:17.000,0,1,1,1,0,0,0,0,0,0,1,7,0,0,0,0,8
26,Boulder,CO,80302,1376,.00,469.00,False,7,NULL,DEN,0.00,True,True,1,22847379,0.00,69.00,0.00,0.00,0.00,0.00,528.28,2099.42,2099.42,NULL,5,5,0,2016-08-13 03:00:09.000,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,2
48,Denver,CO,80207,2351,350.00,1118.00,False,9,NULL,DEN,10.00,True,True,1,1372910,257.00,0.00,149.00,0.00,0.00,0.00,350.00,1914.01,2042.01,NULL,8,5,3,2015-09-02 11:38:17.000,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,2
60,Englewood,CO,80111,13226.18,511.56,1653.77,False,27,NULL,DEN,10.00,True,True,1,1808956,236.00,69.00,0.00,59.00,0.00,0.00,511.56,1653.77,1702.77,NULL,2,2,0,2015-09-02 11:38:17.000,0,1,1,1,1,1,0,1,1,1,0,2,0,0,0,0,5
66,Arvada,CO,80004,4208,358.00,1645.00,False,6,NULL,DEN,8.85,True,True,1,1302986,417.00,596.00,149.00,149.00,259.00,358.00,0.00,1496.00,1645.00,NULL,3,3,0,2015-09-02 11:38:17.000,1,1,1,1,1,0,4,4,5,2,0,1,0,0,0,0,16
49,Littleton,CO,80120,3325.37,858.00,2368.37,False,13,NULL,DEN,0.00,True,True,1,1804894,0.00,0.00,0.00,0.00,69.00,0.00,858.00,2368.37,2368.37,NULL,3,2,1,2015-09-02 11:38:17.000,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
33,Denver,CO,80205,3443.44,793.33,1894.15,False,9,NULL,DEN,10.00,True,True,1,1463558,199.00,0.00,0.00,397.00,447.00,477.00,825.01,1528.83,1925.83,NULL,2,1,1,2015-09-02 11:38:17.000,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
47,Fort Collins,CO,80525,688.24,38.00,189.24,False,4,NULL,DEN,0.00,True,True,1,1948824,0.00,0.00,0.00,149.00,0.00,0.00,38.00,189.24,189.24,NULL,1,1,0,2015-09-02 11:38:17.000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
52,Evergreen,CO,80439,3146.92,696.94,1227.92,False,11,NULL,DEN,10.00,True,True,1,2120511,337.00,298.00,149.00,208.00,159.00,375.00,1428.94,2089.71,2567.71,NULL,3,2,1,2015-09-02 11:38:17.000,1,1,1,1,1,1,3,1,2,0,0,0,0,0,0,0,6
69,Denver,CO,80230,3127.87,420.00,1306.14,False,9,NULL,DEN,9.27,True,True,1,1953584,177.00,0.00,237.00,0.00,0.00,0.00,420.00,1306.14,1631.14,NULL,2,2,0,2015-09-02 11:38:17.000,1,1,1,1,1,1,1,7,1,3,0,1,0,0,0,0,13
32,Englewood,CO,80110,1279.11,192.11,192.11,False,2,NULL,DEN,0.00,True,True,1,1134107,0.00,0.00,0.00,0.00,0.00,179.00,192.11,192.11,192.11,NULL,1,1,0,2015-09-02 11:38:17.000,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,3
50,Denver,CO,80210,12476.47,1552.39,6287.21,False,31,NULL,DEN,10.00,True,True,1,2127896,265.00,214.59,15.00,0.00,0.00,0.00,1568.02,6400.04,7614.37,NULL,6,2,4,2015-09-02 11:38:17.000,1,1,1,1,1,1,4,3,1,0,0,0,0,0,0,0,8
39,Denver,CO,80203,2278,179.00,517.00,False,4,NULL,DEN,10.00,True,True,1,1587697,118.00,386.00,0.00,0.00,159.00,179.00,179.00,517.00,517.00,NULL,2,2,0,2015-09-02 11:38:17.000,0,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,3
51,Parker,CO,80138,4357,.00,.00,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7362325,70.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4357.00,NULL,1,0,1,2015-09-16 07:15:00.000,1,0,0,0,0,0,2,1,1,2,1,4,0,0,0,0,11
53,Denver,CO,80227,1629,196.00,196.00,False,2,NULL,DEN,10.00,True,True,1,1833908,177.00,0.00,0.00,0.00,0.00,0.00,196.00,196.00,196.00,NULL,8,6,2,2016-08-28 03:00:09.000,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3
40,Littleton,CO,80123,3320.34,499.00,1492.34,False,4,NULL,DEN,10.00,True,True,1,1947470,413.00,0.00,148.00,0.00,69.00,0.00,499.00,1492.34,1640.34,NULL,1,1,0,2015-09-02 11:38:17.000,1,1,1,1,1,1,0,7,2,0,1,0,0,0,0,0,10
56,Longmont,CO,80504,1396,.00,.00,False,0,NULL,DEN,0.00,True,True,1,1954088,0.00,0.00,69.00,0.00,0.00,0.00,0.00,0.00,69.00,NULL,1,1,0,2015-09-02 11:38:17.000,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2
71,Fort Collins,CO,80525,1273,539.00,1124.00,False,10,NULL,DEN,0.00,True,True,1,1726915,149.00,0.00,0.00,97.00,0.00,0.00,539.00,1124.00,1124.00,NULL,1,1,0,2015-09-02 11:38:17.000,0,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,3
38,Denver,CO,80205,1164,49.00,448.00,False,4,NULL,DEN,7.69,True,True,1,2216423,59.00,149.00,0.00,0.00,0.00,0.00,49.00,448.00,448.00,NULL,1,1,0,2015-09-02 11:38:17.000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
44,Broomfield,CO,80020,2813.96,526.54,1873.54,False,20,NULL,DEN,0.00,True,True,1,1742441,59.00,0.00,0.00,0.00,0.00,0.00,735.54,2369.22,2408.22,NULL,7,6,1,2015-09-02 11:38:17.000,1,0,1,1,1,1,1,1,1,0,2,2,0,0,0,0,7
23,Steamboat Springs,CO,80477,2481.06,539.68,1657.06,False,137,NULL,DEN,9.17,True,True,0,1799630,0.00,0.00,0.00,0.00,0.00,0.00,539.68,1657.06,2481.06,NULL,1,1,0,2015-09-02 11:38:17.000,0,0,1,1,0,0,9,8,7,6,8,12,0,0,0,0,50
70,Evergreen,CO,80439,3163.1,911.88,2226.10,False,0,NULL,DEN,8.91,True,True,1,2107189,59.00,0.00,0.00,0.00,69.00,0.00,1401.88,2797.44,2797.44,NULL,2,2,0,2016-08-28 03:00:09.000,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1
33,Denver,CO,80212,986,.00,548.00,False,14,NULL,DEN,10.00,True,True,1,1128339,0.00,69.00,0.00,59.00,0.00,0.00,932.11,2122.47,2627.49,NULL,3,3,0,2015-09-02 11:38:17.000,0,0,1,1,0,0,1,0,0,1,1,3,0,0,0,0,6
63,Boulder,CO,80303,3074.96,398.00,641.96,False,3,NULL,DEN,0.00,True,True,1,1506409,59.00,0.00,0.00,0.00,238.00,398.00,398.00,641.96,641.96,NULL,3,3,0,2015-09-02 11:38:17.000,1,1,1,0,0,0,2,2,2,0,0,4,0,0,0,0,10
46,Denver,CO,80207,8024.04,2145.00,2145.00,False,4,NULL,DEN,2.04,True,True,1,2106339,604.00,0.00,0.00,0.00,0.00,0.00,2149.81,2149.81,2149.81,NULL,4,2,2,2015-09-02 11:38:17.000,1,1,0,0,0,1,12,1,0,0,1,2,0,0,0,0,16
26,Arvada,CO,80004,1661,.00,59.00,False,2,NULL,DEN,10.00,True,True,1,1309017,59.00,193.00,0.00,59.00,0.00,0.00,0.00,549.00,556.73,NULL,3,3,0,2016-05-28 05:00:06.000,0,1,1,0,0,0,1,1,0,0,2,7,0,0,0,0,11
25,Fort Collins,CO,80524,956,.00,448.00,False,2,NULL,DEN,0.00,True,True,1,1041166,0.00,159.00,0.00,59.00,0.00,0.00,0.00,448.00,448.00,NULL,6,6,0,2015-09-02 11:38:17.000,1,0,0,1,0,0,0,1,0,0,0,4,0,0,0,0,5
17,Golden,CO,80401,2808.36,511.08,1168.89,False,79,NULL,DEN,10.00,True,True,1,1038109,0.00,0.00,55.00,0.00,0.00,0.00,2284.30,10673.33,15187.36,NULL,4,2,2,2015-09-02 11:38:17.000,0,0,1,0,0,0,7,1,4,2,0,1,0,0,0,0,15
52,Boulder,CO,80303,11348.72,2718.66,5821.72,False,37,NULL,DEN,0.00,True,True,1,1703632,30.00,200.00,79.00,59.00,0.00,0.00,2848.05,6037.88,6658.88,NULL,6,2,4,2015-09-02 11:38:17.000,1,1,1,1,1,1,5,7,3,1,0,6,0,0,0,0,22
43,Fort Collins,CO,80528,1150.46,.00,.00,False,1,NULL,DEN,0.63,True,True,1,2017726,0.00,0.00,0.00,0.00,0.00,0.00,309.62,309.62,309.62,NULL,4,2,2,2015-09-02 11:38:17.000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
50,Colorado Springs,CO,80923,4434.83,199.00,678.00,False,2,NULL,DEN,0.00,True,True,0,1466283,59.00,0.00,0.00,0.00,0.00,199.00,199.00,678.00,678.00,NULL,2,2,0,2015-09-02 11:38:17.000,1,1,0,0,1,0,0,2,0,0,2,2,0,0,0,0,6
30,Fraser,CO,80442,1555,.00,236.00,False,46,NULL,DEN,0.00,True,True,0,7217176,177.00,0.00,69.00,118.00,118.00,0.00,946.80,3591.15,3907.15,NULL,7,7,0,2015-11-16 05:00:06.000,0,1,1,0,0,0,0,2,0,0,0,1,0,0,0,0,3
62,Denver,CO,80231,3226.3,184.00,1984.30,False,16,NULL,DEN,10.00,True,True,1,1509117,188.00,298.00,516.00,298.00,577.00,537.00,785.26,3102.90,3558.90,NULL,4,4,0,2015-09-10 07:00:05.000,1,0,0,0,1,0,1,0,3,1,0,0,0,0,0,0,5
46,Parker,CO,80134,578,.00,.00,False,0,NULL,DEN,0.00,True,True,1,1446263,139.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,130.00,NULL,4,2,2,2015-09-02 11:38:17.000,1,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,5
50,Denver,CO,80211,2628.19,1107.00,2130.71,False,9,NULL,DEN,10.00,True,True,1,1134021,0.00,0.00,0.00,318.00,0.00,0.00,1107.00,2908.71,3406.19,NULL,5,4,1,2015-09-04 07:00:04.000,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,4
46,Littleton,CO,80126,3011.7,849.23,2552.09,False,24,NULL,DEN,0.00,True,True,1,7590766,291.00,0.00,0.00,0.00,0.00,50.00,858.61,2561.47,2561.47,NULL,4,1,3,2015-09-18 07:00:05.000,1,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,6
33,Unknown,CO,N/A,488,.00,.00,False,0,NULL,"   ",10.00,True,False,0,1242488,59.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,1,1,0,2015-09-02 11:38:17.000,1,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,6
34,Denver,CO,80212,6076.03,1271.95,3231.11,False,14,NULL,DEN,10.00,True,True,1,1946113,118.00,0.00,207.00,0.00,0.00,0.00,1271.95,3231.11,4355.11,NULL,3,1,2,2015-09-02 11:38:17.000,0,1,1,1,1,1,0,0,0,0,0,2,0,0,0,0,2
16,Granby,CO,80446,0,-305.27,.00,False,35,NULL,DEN,4.86,True,True,0,1558016,0.00,0.00,0.00,0.00,0.00,25.00,1192.73,4222.89,4428.89,NULL,5,3,2,2015-09-02 11:38:17.000,0,0,0,0,0,1,7,6,5,3,5,9,0,0,0,0,35
79,Littleton,CO,80123,4886.89,932.50,2697.70,False,13,NULL,DEN,10.00,True,True,1,1225923,0.00,0.00,300.00,140.00,0.00,0.00,932.50,2697.70,3276.70,NULL,1,1,0,2015-09-02 11:38:17.000,0,0,0,1,0,0,2,3,5,1,1,1,0,0,0,0,13
37,Littleton,CO,80123,2153.16,179.00,726.00,False,7,NULL,DEN,10.00,True,True,1,1854380,59.00,0.00,0.00,177.00,0.00,179.00,179.00,751.70,899.70,NULL,4,3,1,2015-09-02 11:38:17.000,1,0,1,1,0,0,5,0,1,3,0,3,0,0,0,0,12
32,Littleton,CO,80120,3170.11,.00,1306.11,False,7,NULL,DEN,10.00,True,False,1,1101000,0.00,69.00,79.00,295.00,69.00,0.00,0.00,1306.11,1844.11,NULL,2,2,0,2015-09-02 11:38:17.000,1,1,1,1,1,0,2,4,1,1,1,6,0,0,0,0,15
48,Denver,CO,80211,13595.27,7191.99,10567.00,False,31,NULL,DEN,8.93,True,True,1,2247810,224.00,0.00,0.00,59.00,0.00,0.00,7213.60,10795.61,10893.61,NULL,8,2,6,2015-09-02 11:38:17.000,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,2
21,Golden,CO,80401,348,289.00,348.00,False,2,NULL,DEN,0.00,True,False,1,1469509,0.00,0.00,0.00,59.00,0.00,0.00,289.00,348.00,348.00,NULL,1,1,0,2015-09-02 11:38:17.000,0,0,0,0,0,1,2,1,0,1,2,1,0,0,0,0,7
78,Winter Park,CO,80482,332.48,.00,.00,False,7,NULL,DEN,10.00,True,True,0,1444975,0.00,0.00,0.00,0.00,0.00,0.00,2.98,2.98,49.40,NULL,6,4,2,2015-09-02 11:38:17.000,0,0,1,0,0,0,16,14,13,3,0,3,0,0,0,0,49
30,Golden,CO,80403,2812.65,.00,760.65,False,5,NULL,DEN,0.00,True,True,1,2241358,177.00,0.00,59.00,177.00,0.00,0.00,0.00,760.65,1338.65,NULL,2,2,0,2015-09-02 11:38:17.000,1,1,1,1,0,0,4,3,0,0,3,10,0,0,0,0,20
43,Broomfield,CO,80020,5693.82,1500.00,3615.82,False,25,NULL,DEN,10.00,True,True,1,1136128,0.00,0.00,276.00,177.00,0.00,0.00,1525.21,4677.58,5745.58,NULL,5,2,3,2015-09-02 11:38:17.000,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,3
43,Golden,CO,80401,3771,.00,.00,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7416039,0.00,179.00,0.00,0.00,0.00,0.00,0.00,0.00,3771.00,NULL,1,0,1,2015-09-16 07:15:00.000,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
46,Frederick,CO,80504,281.93,75.00,164.66,False,9,NULL,DEN,0.00,True,False,1,1131133,0.00,0.00,0.00,0.00,0.00,75.00,75.00,398.59,415.16,NULL,4,3,1,2015-09-02 11:38:17.000,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
56,Lone Tree,CO,80124,5928.96,1062.02,3092.83,False,27,NULL,DEN,0.00,True,True,1,1269103,200.00,0.00,0.00,659.00,207.00,298.00,1062.02,3188.96,3628.94,NULL,5,4,1,2015-09-02 11:38:17.000,0,1,0,1,1,1,2,0,1,0,0,3,0,0,0,0,6
45,Laporte,CO,80535,1819.21,.00,.00,False,0,NULL,DEN,10.00,True,True,1,2167876,479.00,318.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,2,1,1,2015-09-02 11:38:17.000,1,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,6
32,Littleton,CO,80128,789.7,.00,.00,False,0,NULL,DEN,10.00,True,True,1,1255117,318.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,1,1,0,2015-09-02 11:38:17.000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
54,Denver,CO,80218,6631.54,1006.00,2862.00,False,8,NULL,DEN,10.00,True,True,1,1059188,177.00,447.00,149.00,149.00,0.00,537.00,1853.00,3709.00,5005.00,NULL,9,8,1,2015-09-02 11:38:17.000,1,0,1,1,1,1,1,3,1,0,0,2,0,0,0,0,7
58,Granby,CO,80446,3743.66,.00,412.62,False,7,NULL,DEN,0.00,True,True,0,1828412,400.00,350.00,150.00,150.00,0.00,0.00,0.00,412.62,1308.60,NULL,4,2,2,2015-09-02 11:38:17.000,0,0,0,1,0,0,1,2,0,1,0,0,0,0,0,0,4
51,Littleton,CO,80123,7562.29,837.00,3149.00,False,7,NULL,DEN,10.00,True,True,1,1723692,295.00,308.00,0.00,159.00,179.00,398.00,837.00,3336.00,4126.00,NULL,6,4,2,2015-09-02 11:38:17.000,0,1,1,1,1,1,0,0,5,0,0,0,0,0,0,0,5
32,Longmont,CO,80503,2711.29,.00,1136.00,False,5,NULL,DEN,10.00,True,True,1,1750021,118.00,0.00,0.00,118.00,0.00,0.00,0.00,1136.00,1136.00,NULL,1,1,0,2015-09-02 11:38:17.000,0,1,1,1,1,0,1,4,1,0,0,3,0,0,0,0,9
30,Evans,CO,80620,1420.06,.00,.00,False,0,NULL,DEN,0.00,True,True,1,1907805,59.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,2,2,0,2015-09-02 11:38:17.000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
45,Golden,CO,80401,13738.14,2550.00,8389.47,False,22,NULL,DEN,8.39,True,True,1,2169705,0.00,0.00,100.50,113.50,562.00,0.00,2597.06,9445.27,10743.27,NULL,6,2,4,2016-01-19 11:08:30.000,1,1,1,1,0,1,6,4,3,1,2,3,0,0,0,0,19
72,Granby,CO,80446,723,.00,354.00,False,73,NULL,DEN,0.00,True,True,0,2121407,0.00,0.00,0.00,354.00,0.00,0.00,1094.36,3435.84,4003.82,NULL,8,6,2,2015-09-02 11:38:17.000,0,0,1,0,0,0,7,1,0,0,0,2,0,0,0,0,10
58,Arvada,CO,80005,2519.57,215.40,1651.74,False,10,NULL,DEN,10.00,True,True,1,1962907,447.00,149.00,149.00,387.00,238.00,199.00,215.40,1651.74,1651.74,NULL,3,2,1,2015-09-02 11:38:17.000,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,3
36,Denver,CO,80220,4450.5,1144.77,2937.50,False,23,NULL,DEN,8.54,True,True,1,2164441,118.00,0.00,138.00,177.00,138.00,0.00,1166.69,3689.89,3965.89,NULL,2,2,0,2015-09-18 07:00:05.000,1,1,1,1,1,1,11,4,3,5,1,9,0,0,0,0,33
43,Broomfield,CO,80020,2923,.00,462.00,False,7,NULL,DEN,0.00,True,True,1,7216612,236.00,218.00,702.00,0.00,0.00,0.00,2116.00,2578.00,3210.00,NULL,4,4,0,2015-09-25 07:00:13.000,1,1,1,0,1,0,0,0,3,0,0,6,0,0,0,0,9
58,Wheat Ridge,CO,80033,2987.25,476.03,1591.25,False,16,NULL,DEN,10.00,True,True,1,1281589,0.00,0.00,0.00,159.00,0.00,0.00,476.03,1591.25,1640.25,NULL,3,3,0,2015-09-02 11:38:17.000,1,1,1,1,1,1,3,1,0,0,0,1,0,0,0,0,5
46,Lafayette,CO,80026,1753,608.00,1177.00,False,5,NULL,DEN,10.00,True,True,1,1704731,139.00,159.00,149.00,0.00,0.00,0.00,608.00,1177.00,1177.00,NULL,1,1,0,2015-09-02 11:38:17.000,0,0,0,0,1,1,0,0,1,3,0,0,0,0,0,0,4
61,Aurora,CO,80016,1667.72,133.46,445.08,False,17,NULL,DEN,0.00,True,True,1,1921725,200.00,200.00,0.00,280.00,0.00,0.00,183.46,971.08,982.76,NULL,2,2,0,2015-09-02 11:38:17.000,0,1,1,0,0,0,6,3,3,2,2,2,0,0,0,0,18
32,Lafayette,CO,80026,1613.95,.00,1145.95,False,13,NULL,DEN,10.00,True,True,1,1146387,59.00,0.00,0.00,0.00,0.00,0.00,0.00,1738.49,1738.49,NULL,2,2,0,2015-09-02 11:38:17.000,0,1,0,0,1,1,0,0,0,0,0,3,0,0,0,0,3
18,Littleton,CO,80126,1274.1,51.20,203.62,False,7,NULL,DEN,4.41,True,True,1,1234436,0.00,0.00,0.00,118.00,0.00,0.00,51.20,203.62,203.62,NULL,2,1,1,2015-10-09 05:00:04.000,0,1,0,0,0,0,6,3,6,1,2,8,0,0,0,0,26
32,Arvada,CO,80007,960,.00,.00,False,4,NULL,DEN,10.00,True,True,1,1985987,59.00,0.00,696.00,0.00,0.00,0.00,398.00,398.00,596.00,NULL,2,2,0,2015-09-02 11:38:17.000,1,0,0,0,0,0,2,2,1,0,1,3,0,0,0,0,9
28,Windsor,CO,80550,448,.00,448.00,False,9,NULL,DEN,0.00,True,True,1,1254831,0.00,0.00,0.00,59.00,0.00,0.00,580.58,1197.58,1445.58,NULL,7,4,3,2015-09-02 11:38:17.000,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2
73,Littleton,CO,80121,1375,.00,.00,False,0,NULL,DEN,0.00,True,True,1,1665836,0.00,69.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,1,1,0,2015-09-02 11:38:17.000,1,1,1,0,0,0,0,5,3,2,0,0,0,0,0,0,10
59,Denver,CO,80202,20253.7,5488.76,10874.30,False,39,NULL,DEN,9.74,True,True,1,1924742,531.00,303.90,331.60,236.00,594.00,0.00,5528.70,10916.47,15728.87,NULL,5,2,3,2015-09-02 11:38:17.000,0,1,1,1,1,1,0,2,7,0,0,0,0,0,0,0,9
54,Denver,CO,80220,9302.65,1511.65,4888.65,False,27,NULL,DEN,10.00,True,True,1,1953086,417.00,596.00,69.00,177.00,297.00,179.00,1684.86,5488.09,7393.09,NULL,5,4,1,2015-09-02 11:38:17.000,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,3
64,Denver,CO,80237,7330,861.00,3191.00,False,19,NULL,DEN,10.00,True,True,1,1741860,680.00,207.00,0.00,1026.00,496.00,895.00,356.56,3400.56,3400.56,NULL,6,6,0,2015-09-02 11:38:17.000,1,1,1,1,1,1,6,4,10,2,2,10,0,0,0,0,34
